case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
tipe kulitku berminyak masalah kulitku jerawat cucok,tipe kulitku berminyak masalah kulitku jerawat cucok,tipe kulitku berminyak masalah kulitku jerawat cocok,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'cocok']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'cocok']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'cocok']",tipe kulit minyak kulit jerawat cocok,"{'classified_text': 'tipe kulit minyak kulit jerawat cocok [3]', 'tweet_text': ' tipe kulit minyak kulit jerawat cocok', 'sentence_score': ['tipe kulit minyak kulit jerawat cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"kualitasnya okei banget, ringan, good coverage, tapiiiiii kl keringetan, jadi putih di muka 😂",kualitasnya okei banget ringan good coverage tapiiiiii kl keringetan jadi putih di muka,kualitasnya oke banget ringan good coverage tapi kalo keringetan jadi putih di muka,"['kualitasnya', 'oke', 'banget', 'ringan', 'good', 'coverage', 'tapi', 'kalo', 'keringetan', 'jadi', 'putih', 'di', 'muka']","['kualitasnya', 'oke', 'banget', 'ringan', 'coverage', 'keringetan', 'putih', 'muka']","['kualitas', 'oke', 'banget', 'ringan', 'coverage', 'keringetan', 'putih', 'muka']",kualitas oke banget ringan coverage keringetan putih muka,"{'classified_text': 'kualitas oke [4] banget ringan coverage keringetan putih muka', 'tweet_text': ' kualitas oke banget ringan coverage keringetan putih muka', 'sentence_score': ['kualitas oke [4] banget ringan coverage keringetan putih muka'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"tipe kulitku sensitif, pakai serum ini aman sih meskipun ada wanginya. tapi aku suka banget mulai keliatan hasilnya seperti setelah pemakaian retinol gitu..
dapat harga 129rb oke sih",tipe kulitku sensitif pakai serum ini aman sih meskipun ada wanginya tapi aku suka banget mulai keliatan hasilnya seperti setelah pemakaian retinol gitu dapat harga rb oke sih,tipe kulitku sensitif pakai serum ini aman sih meskipun ada wanginya tapi aku suka banget mulai kelihatan hasilnya seperti setelah pemakaian retinol begitu dapat harga ribu oke sih,"['tipe', 'kulitku', 'sensitif', 'pakai', 'serum', 'ini', 'aman', 'sih', 'meskipun', 'ada', 'wanginya', 'tapi', 'aku', 'suka', 'banget', 'mulai', 'kelihatan', 'hasilnya', 'seperti', 'setelah', 'pemakaian', 'retinol', 'begitu', 'dapat', 'harga', 'ribu', 'oke', 'sih']","['tipe', 'kulitku', 'sensitif', 'pakai', 'serum', 'aman', 'wanginya', 'suka', 'banget', 'hasilnya', 'pemakaian', 'retinol', 'harga', 'oke']","['tipe', 'kulit', 'sensitif', 'pakai', 'serum', 'aman', 'wangi', 'suka', 'banget', 'hasil', 'pakai', 'retinol', 'harga', 'oke']",tipe kulit sensitif pakai serum aman wangi suka banget hasil pakai retinol harga oke,"{'classified_text': 'tipe kulit sensitif [-2] pakai serum aman [4] wangi suka [5] banget hasil pakai retinol harga oke [3]', 'tweet_text': ' tipe kulit sensitif pakai serum aman wangi suka banget hasil pakai retinol harga oke', 'sentence_score': ['tipe kulit sensitif [-2] pakai serum aman [4] wangi suka [5] banget hasil pakai retinol harga oke [3]'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}"
sesuai pesanan,sesuai pesanan,sesuai pesanan,"['sesuai', 'pesanan']",['pesanan'],['pesan'],pesan,"{'classified_text': 'pesan', 'tweet_text': ' pesan', 'sentence_score': ['pesan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
pengirimannya agak lama,pengirimannya agak lama,pengirimannya agak lama,"['pengirimannya', 'agak', 'lama']",['pengirimannya'],['kirim'],kirim,"{'classified_text': 'kirim', 'tweet_text': ' kirim', 'sentence_score': ['kirim'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"proses kirim cepat. pesan same day jam 12 malam, dikirim hari itu jg, nyampe malam. pas bgt untungnya krn lg butuh buat besok paginya. jarak expired cuma setahun.",proses kirim cepat pesan same day jam malam dikirim hari itu jg nyampe malam pas bgt untungnya krn lg butuh buat besok paginya jarak expired cuma setahun,proses kirim cepat pesan same day jam malam dikirim hari itu juga sampai malam pas banget untungnya karena lagi butuh buat besok paginya jarak expired cuma setahun,"['proses', 'kirim', 'cepat', 'pesan', 'same', 'day', 'jam', 'malam', 'dikirim', 'hari', 'itu', 'juga', 'sampai', 'malam', 'pas', 'banget', 'untungnya', 'karena', 'lagi', 'butuh', 'buat', 'besok', 'paginya', 'jarak', 'expired', 'cuma', 'setahun']","['kirim', 'cepat', 'pesan', 'same', 'day', 'malam', 'dikirim', 'malam', 'banget', 'untungnya', 'butuh', 'besok', 'paginya', 'jarak', 'expired', 'setahun']","['kirim', 'cepat', 'pesan', 'same', 'day', 'malam', 'kirim', 'malam', 'banget', 'untung', 'butuh', 'besok', 'pagi', 'jarak', 'expired', 'tahun']",kirim cepat pesan same day malam kirim malam banget untung butuh besok pagi jarak expired tahun,"{'classified_text': 'kirim cepat [4] pesan same day malam kirim malam banget untung butuh besok pagi jarak expired tahun', 'tweet_text': ' kirim cepat pesan same day malam kirim malam banget untung butuh besok pagi jarak expired tahun', 'sentence_score': ['kirim cepat [4] pesan same day malam kirim malam banget untung butuh besok pagi jarak expired tahun'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"baru coba sekali dan tipis2 dulu ga 2jari, bismillah semoga cocok dan berhasil baik",baru coba sekali dan tipis dulu ga jari bismillah semoga cocok dan berhasil baik,baru coba sekali dan tipis dulu enggak jari bismillah semoga cocok dan berhasil baik,"['baru', 'coba', 'sekali', 'dan', 'tipis', 'dulu', 'enggak', 'jari', 'bismillah', 'semoga', 'cocok', 'dan', 'berhasil', 'baik']","['coba', 'tipis', 'jari', 'bismillah', 'semoga', 'cocok', 'berhasil']","['coba', 'tipis', 'jari', 'bismillah', 'moga', 'cocok', 'hasil']",coba tipis jari bismillah moga cocok hasil,"{'classified_text': 'coba tipis [-1] jari bismillah moga cocok [3] hasil', 'tweet_text': ' coba tipis jari bismillah moga cocok hasil', 'sentence_score': ['coba tipis [-1] jari bismillah moga cocok [3] hasil'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"membantu banget ngurangi jerawat, habis dipakek juga gaada sensasi ketarik, terus busanya juga tipe yang gabanyak bubble nya",membantu banget ngurangi jerawat habis dipakek juga gaada sensasi ketarik terus busanya juga tipe yang gabanyak bubble nya,membantu banget ngurangi jerawat habis dipakek juga enggak ada sensasi tertarik terus busanya juga tipe yang gabanyak bubble nya,"['membantu', 'banget', 'ngurangi', 'jerawat', 'habis', 'dipakek', 'juga', 'enggak', 'ada', 'sensasi', 'tertarik', 'terus', 'busanya', 'juga', 'tipe', 'yang', 'gabanyak', 'bubble', 'nya']","['banget', 'ngurangi', 'jerawat', 'habis', 'dipakek', 'sensasi', 'tertarik', 'busanya', 'tipe', 'gabanyak', 'bubble']","['banget', 'ngurangi', 'jerawat', 'habis', 'dipakek', 'sensasi', 'tarik', 'busa', 'tipe', 'gabanyak', 'bubble']",banget ngurangi jerawat habis dipakek sensasi tarik busa tipe gabanyak bubble,"{'classified_text': 'banget ngurangi jerawat habis dipakek sensasi [-2] tarik busa tipe gabanyak bubble', 'tweet_text': ' banget ngurangi jerawat habis dipakek sensasi tarik busa tipe gabanyak bubble', 'sentence_score': ['banget ngurangi jerawat habis dipakek sensasi [-2] tarik busa tipe gabanyak bubble'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
barang sesuai deskripsi. kualitas terbaik original. pengiriman ontime. thanks,barang sesuai deskripsi kualitas terbaik original pengiriman ontime thanks,barang sesuai deskripsi kualitas terbaik original pengiriman ontime thanks,"['barang', 'sesuai', 'deskripsi', 'kualitas', 'terbaik', 'original', 'pengiriman', 'ontime', 'thanks']","['deskripsi', 'kualitas', 'terbaik', 'original', 'pengiriman', 'ontime', 'thanks']","['deskripsi', 'kualitas', 'baik', 'original', 'kirim', 'ontime', 'thanks']",deskripsi kualitas baik original kirim ontime thanks,"{'classified_text': 'deskripsi kualitas baik [4] original kirim ontime thanks', 'tweet_text': ' deskripsi kualitas baik original kirim ontime thanks', 'sentence_score': ['deskripsi kualitas baik [4] original kirim ontime thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"produknya ok, produk cepat blend dgn warna kulit wajah sehingga terlihat natural dan tidak oily di wajah saya yg tipe berminyak.",produknya ok produk cepat blend dgn warna kulit wajah sehingga terlihat natural dan tidak oily di wajah saya yg tipe berminyak,produknya ok produk cepat blend dengan warna kulit wajah sehingga terlihat natural dan tidak oily di wajah saya yang tipe berminyak,"['produknya', 'ok', 'produk', 'cepat', 'blend', 'dengan', 'warna', 'kulit', 'wajah', 'sehingga', 'terlihat', 'natural', 'dan', 'tidak', 'oily', 'di', 'wajah', 'saya', 'yang', 'tipe', 'berminyak']","['produknya', 'produk', 'cepat', 'blend', 'warna', 'kulit', 'natural', 'oily', 'tipe', 'berminyak']","['produk', 'produk', 'cepat', 'blend', 'warna', 'kulit', 'natural', 'oily', 'tipe', 'minyak']",produk produk cepat blend warna kulit natural oily tipe minyak,"{'classified_text': 'produk produk cepat [4] blend warna kulit natural oily tipe minyak', 'tweet_text': ' produk produk cepat blend warna kulit natural oily tipe minyak', 'sentence_score': ['produk produk cepat [4] blend warna kulit natural oily tipe minyak'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku kering tipe kulitku normal,tipe kulitku kering tipe kulitku normal,tipe kulitku kering tipe kulitku normal,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal']",tipe kulit kering tipe kulit normal,"{'classified_text': 'tipe kulit kering tipe kulit normal [-1]', 'tweet_text': ' tipe kulit kering tipe kulit normal', 'sentence_score': ['tipe kulit kering tipe kulit normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
sesuai order,sesuai order,sesuai order,"['sesuai', 'order']",['order'],['order'],order,"{'classified_text': 'order', 'tweet_text': ' order', 'sentence_score': ['order'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"teksturnya ringan kayak air, cepat meresap dan minim fragrance. aku suka serum ini karena ga bikin gampang break out tipe kulitku berminyak masalah kulitku pori besar",teksturnya ringan kayak air cepat meresap dan minim fragrance aku suka serum ini karena ga bikin gampang break out tipe kulitku berminyak masalah kulitku pori besar,teksturnya ringan kayak air cepat meresap dan minim fragrance aku suka serum ini karena enggak bikin gampang break out tipe kulitku berminyak masalah kulitku pori besar,"['teksturnya', 'ringan', 'kayak', 'air', 'cepat', 'meresap', 'dan', 'minim', 'fragrance', 'aku', 'suka', 'serum', 'ini', 'karena', 'enggak', 'bikin', 'gampang', 'break', 'out', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar']","['teksturnya', 'ringan', 'air', 'cepat', 'meresap', 'minim', 'fragrance', 'suka', 'serum', 'gampang', 'break', 'out', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'pori']","['tekstur', 'ringan', 'air', 'cepat', 'resap', 'minim', 'fragrance', 'suka', 'serum', 'gampang', 'break', 'out', 'tipe', 'kulit', 'minyak', 'kulit', 'pori']",tekstur ringan air cepat resap minim fragrance suka serum gampang break out tipe kulit minyak kulit pori,"{'classified_text': 'tekstur ringan air cepat [4] resap minim [-3] fragrance suka [4] serum gampang break out tipe kulit minyak kulit pori', 'tweet_text': ' tekstur ringan air cepat resap minim fragrance suka serum gampang break out tipe kulit minyak kulit pori', 'sentence_score': ['tekstur ringan air cepat [4] resap minim [-3] fragrance suka [4] serum gampang break out tipe kulit minyak kulit pori'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}"
"pengiriman ke medan cepat, cuma sayangnya jasa pengirimannya kurir rekomendasi x, kdg bermasalah & nyasar. lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yg seperti apa baiknya. karena untk ajukan komplain produk juga harus nunggu maksimal 7 hari, pembeli udh panik duluan dong klo paketnya malah nyampe ke rumah org yg ntah dmna tanpa ada kabar dari kurir, tau2 dibilang udh diterima pembeli.",pengiriman ke medan cepat cuma sayangnya jasa pengirimannya kurir rekomendasi kdg bermasalah nyasar lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yg seperti apa baiknya karena untk ajukan komplain produk juga harus nunggu maksimal hari pembeli udh panik duluan dong klo paketnya malah nyampe ke rumah org yg ntah dmna tanpa ada kabar dari kurir tau dibilang udh diterima pembeli,pengiriman ke medan cepat cuma sayangnya jasa pengirimannya kurir rekomendasi kadang bermasalah nyasar lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yang seperti apa baiknya karena untuk ajukan komplain produk juga harus menunggu maksimal hari pembeli sudah panik duluan dong kalo paketnya malah sampai ke rumah orang yang entah dimana tanpa ada kabar dari kurir tau dibilang sudah diterima pembeli,"['pengiriman', 'ke', 'medan', 'cepat', 'cuma', 'sayangnya', 'jasa', 'pengirimannya', 'kurir', 'rekomendasi', 'kadang', 'bermasalah', 'nyasar', 'lebih', 'baik', 'diperhatikan', 'kembali', 'bekerjasama', 'dengan', 'jasa', 'pengiriman', 'yang', 'seperti', 'apa', 'baiknya', 'karena', 'untuk', 'ajukan', 'komplain', 'produk', 'juga', 'harus', 'menunggu', 'maksimal', 'hari', 'pembeli', 'sudah', 'panik', 'duluan', 'dong', 'kalo', 'paketnya', 'malah', 'sampai', 'ke', 'rumah', 'orang', 'yang', 'entah', 'dimana', 'tanpa', 'ada', 'kabar', 'dari', 'kurir', 'tau', 'dibilang', 'sudah', 'diterima', 'pembeli']","['pengiriman', 'medan', 'cepat', 'sayangnya', 'jasa', 'pengirimannya', 'kurir', 'rekomendasi', 'kadang', 'bermasalah', 'nyasar', 'diperhatikan', 'bekerjasama', 'jasa', 'pengiriman', 'baiknya', 'ajukan', 'komplain', 'produk', 'menunggu', 'maksimal', 'pembeli', 'panik', 'duluan', 'paketnya', 'rumah', 'dimana', 'kabar', 'kurir', 'dibilang', 'diterima', 'pembeli']","['kirim', 'medan', 'cepat', 'sayang', 'jasa', 'kirim', 'kurir', 'rekomendasi', 'kadang', 'masalah', 'nyasar', 'perhati', 'bekerjasama', 'jasa', 'kirim', 'baik', 'aju', 'komplain', 'produk', 'tunggu', 'maksimal', 'beli', 'panik', 'duluan', 'paket', 'rumah', 'mana', 'kabar', 'kurir', 'bilang', 'terima', 'beli']",kirim medan cepat sayang jasa kirim kurir rekomendasi kadang masalah nyasar perhati bekerjasama jasa kirim baik aju komplain produk tunggu maksimal beli panik duluan paket rumah mana kabar kurir bilang terima beli,"{'classified_text': 'kirim medan cepat [4] sayang [5] jasa kirim kurir rekomendasi kadang masalah [-4] nyasar perhati bekerjasama jasa kirim baik [4] aju komplain produk tunggu maksimal beli panik [-3] duluan paket rumah mana [-4] kabar kurir bilang terima beli', 'tweet_text': ' kirim medan cepat sayang jasa kirim kurir rekomendasi kadang masalah nyasar perhati bekerjasama jasa kirim baik aju komplain produk tunggu maksimal beli panik duluan paket rumah mana kabar kurir bilang terima beli', 'sentence_score': ['kirim medan cepat [4] sayang [5] jasa kirim kurir rekomendasi kadang masalah [-4] nyasar perhati bekerjasama jasa kirim baik [4] aju komplain produk tunggu maksimal beli panik [-3] duluan paket rumah mana [-4] kabar kurir bilang terima beli'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}"
gatal dan panas banget ga bisa tidur. sudah tanya admin chat sblmnya keluhan muka saya dan direkomendasi in beli ini. cuma 1x pakai gatal banget. tengah malem bangun ga kuat sampe cuci muka lagi,gatal dan panas banget ga bisa tidur sudah tanya admin chat sblmnya keluhan muka saya dan direkomendasi in beli ini cuma pakai gatal banget tengah malem bangun ga kuat sampe cuci muka lagi,gatal dan panas banget enggak bisa tidur sudah tanya admin chat sebelumnya keluhan muka saya dan direkomendasi ini beli ini cuma pakai gatal banget tengah malam bangun enggak kuat sampai cuci muka lagi,"['gatal', 'dan', 'panas', 'banget', 'enggak', 'bisa', 'tidur', 'sudah', 'tanya', 'admin', 'chat', 'sebelumnya', 'keluhan', 'muka', 'saya', 'dan', 'direkomendasi', 'ini', 'beli', 'ini', 'cuma', 'pakai', 'gatal', 'banget', 'tengah', 'malam', 'bangun', 'enggak', 'kuat', 'sampai', 'cuci', 'muka', 'lagi']","['gatal', 'panas', 'banget', 'tidur', 'admin', 'chat', 'keluhan', 'muka', 'direkomendasi', 'beli', 'pakai', 'gatal', 'banget', 'malam', 'bangun', 'kuat', 'cuci', 'muka']","['gatal', 'panas', 'banget', 'tidur', 'admin', 'chat', 'keluh', 'muka', 'rekomendasi', 'beli', 'pakai', 'gatal', 'banget', 'malam', 'bangun', 'kuat', 'cuci', 'muka']",gatal panas banget tidur admin chat keluh muka rekomendasi beli pakai gatal banget malam bangun kuat cuci muka,"{'classified_text': 'gatal panas banget tidur admin chat keluh muka rekomendasi beli pakai gatal banget malam bangun kuat [4] cuci muka', 'tweet_text': ' gatal panas banget tidur admin chat keluh muka rekomendasi beli pakai gatal banget malam bangun kuat cuci muka', 'sentence_score': ['gatal panas banget tidur admin chat keluh muka rekomendasi beli pakai gatal banget malam bangun kuat [4] cuci muka'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"cepat banget nyampenya, pesan kemarin hari ini sudah datang aja 😁 baru pertama kali pakai produk somethinc semoga cocok untuk wajahku dan bikin glowing. tipe kulitku berminyak",cepat banget nyampenya pesan kemarin hari ini sudah datang aja baru pertama kali pakai produk somethinc semoga cocok untuk wajahku dan bikin glowing tipe kulitku berminyak,cepat banget sampainya pesan kemarin hari ini sudah datang saja baru pertama kali pakai produk somethinc semoga cocok untuk wajahku dan bikin glowing tipe kulitku berminyak,"['cepat', 'banget', 'sampainya', 'pesan', 'kemarin', 'hari', 'ini', 'sudah', 'datang', 'saja', 'baru', 'pertama', 'kali', 'pakai', 'produk', 'somethinc', 'semoga', 'cocok', 'untuk', 'wajahku', 'dan', 'bikin', 'glowing', 'tipe', 'kulitku', 'berminyak']","['cepat', 'banget', 'sampainya', 'pesan', 'kemarin', 'pakai', 'produk', 'somethinc', 'semoga', 'cocok', 'wajahku', 'glowing', 'tipe', 'kulitku', 'berminyak']","['cepat', 'banget', 'sampai', 'pesan', 'kemarin', 'pakai', 'produk', 'somethinc', 'moga', 'cocok', 'wajah', 'glowing', 'tipe', 'kulit', 'minyak']",cepat banget sampai pesan kemarin pakai produk somethinc moga cocok wajah glowing tipe kulit minyak,"{'classified_text': 'cepat [5] banget sampai pesan kemarin pakai produk somethinc moga cocok [3] wajah glowing tipe kulit minyak', 'tweet_text': ' cepat banget sampai pesan kemarin pakai produk somethinc moga cocok wajah glowing tipe kulit minyak', 'sentence_score': ['cepat [5] banget sampai pesan kemarin pakai produk somethinc moga cocok [3] wajah glowing tipe kulit minyak'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
