case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
masalah kulitku pori besar,masalah kulitku pori besar,masalah kulitku pori besar,"['masalah', 'kulitku', 'pori', 'besar']","['kulitku', 'pori']","['kulit', 'pori']",kulit pori,"{'classified_text': 'kulit pori', 'tweet_text': ' kulit pori', 'sentence_score': ['kulit pori'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kulit pori, kulit pori,['kulit pori'],1,-1,netral
"ini beda nih dari pertama beli wkwk first time nyobain jatuh cinta bgt, waktu itu pilih shade strawberrypine sama raspberry muffin. trus ini pembelian kedua, ngerasa ini formulanya beda bgt. ini lebih berminyak tapi short-lasting wkwk masa iya abis minum aer ilang, lah coba itu rugi dong 😭 🫵 udahlah, aku pindah haluan aja, byeee ✨",ini beda nih dari pertama beli first time nyobain jatuh cinta bgt waktu itu pilih shade strawberrypine sama raspberry muffin trus ini pembelian kedua ngerasa ini formulanya beda bgt ini lebih berminyak tapi sho lasting masa iya abis minum aer ilang lah coba itu rugi dong udahlah aku pindah haluan aja byeee,ini beda nih dari pertama beli first time mencoba jatuh cinta banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi sho lasting masa iya habis minum air hilang lah coba itu rugi dong sudahlah aku pindah haluan saja byeee,"['ini', 'beda', 'nih', 'dari', 'pertama', 'beli', 'first', 'time', 'mencoba', 'jatuh', 'cinta', 'banget', 'waktu', 'itu', 'pilih', 'shade', 'strawberrypine', 'sama', 'raspberry', 'muffin', 'terus', 'ini', 'pembelian', 'kedua', 'merasa', 'ini', 'formulanya', 'beda', 'banget', 'ini', 'lebih', 'berminyak', 'tapi', 'sho', 'lasting', 'masa', 'iya', 'habis', 'minum', 'air', 'hilang', 'lah', 'coba', 'itu', 'rugi', 'dong', 'sudahlah', 'aku', 'pindah', 'haluan', 'saja', 'byeee']","['beda', 'beli', 'first', 'time', 'mencoba', 'jatuh', 'cinta', 'banget', 'pilih', 'shade', 'strawberrypine', 'raspberry', 'muffin', 'pembelian', 'formulanya', 'beda', 'banget', 'berminyak', 'sho', 'lasting', 'habis', 'minum', 'air', 'hilang', 'coba', 'rugi', 'pindah', 'haluan', 'byeee']","['beda', 'beli', 'first', 'time', 'coba', 'jatuh', 'cinta', 'banget', 'pilih', 'shade', 'strawberrypine', 'raspberry', 'muffin', 'beli', 'formula', 'beda', 'banget', 'minyak', 'sho', 'lasting', 'habis', 'minum', 'air', 'hilang', 'coba', 'rugi', 'pindah', 'haluan', 'byeee']",beda beli first time coba jatuh cinta banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang coba rugi pindah haluan byeee,"{'classified_text': 'beda beli first time coba jatuh [-3] cinta [6] banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang [-3] coba rugi [-4] pindah haluan bye', 'tweet_text': ' beda beli first time coba jatuh cinta banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang coba rugi pindah haluan bye', 'sentence_score': ['beda beli first time coba jatuh [-3] cinta [6] banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang [-3] coba rugi [-4] pindah haluan bye'], 'max_positive': 6, 'max_negative': -4, 'kelas': 'positif'}",beda beli first time coba jatuh [-3] cinta [6] banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang [-3] coba rugi [-4] pindah haluan bye, beda beli first time coba jatuh cinta banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang coba rugi pindah haluan bye,['beda beli first time coba jatuh [-3] cinta [6] banget pilih shade strawberrypine raspberry muffin beli formula beda banget minyak sho lasting habis minum air hilang [-3] coba rugi [-4] pindah haluan bye'],6,-4,positif
"tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar, overall worth it",tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth it,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth itu,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'overall', 'worth', 'itu']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori', 'overall', 'worth']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori', 'overall', 'worth']",tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori overall worth,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori overall worth', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori overall worth', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori overall worth'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori overall worth, tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori overall worth,['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori overall worth'],1,-2,negatif
kecepatan pengiriman baik. ada bubble warp.,kecepatan pengiriman baik ada bubble warp,kecepatan pengiriman baik ada bubble warp,"['kecepatan', 'pengiriman', 'baik', 'ada', 'bubble', 'warp']","['kecepatan', 'pengiriman', 'bubble', 'warp']","['cepat', 'kirim', 'bubble', 'warp']",cepat kirim bubble warp,"{'classified_text': 'cepat [4] kirim bubble warp', 'tweet_text': ' cepat kirim bubble warp', 'sentence_score': ['cepat [4] kirim bubble warp'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cepat [4] kirim bubble warp, cepat kirim bubble warp,['cepat [4] kirim bubble warp'],4,-1,positif
tipe kulitku sensitif  masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori']","['tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori']",tipe kulit sensitif kulit jerawat kulit pori,"{'classified_text': 'tipe kulit sensitif [-2] kulit jerawat kulit pori', 'tweet_text': ' tipe kulit sensitif kulit jerawat kulit pori', 'sentence_score': ['tipe kulit sensitif [-2] kulit jerawat kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit sensitif [-2] kulit jerawat kulit pori, tipe kulit sensitif kulit jerawat kulit pori,['tipe kulit sensitif [-2] kulit jerawat kulit pori'],1,-2,negatif
dpt harga ceban yay. blm dicoba,dpt harga ceban yay blm dicoba,dapat harga ceban yay belum dicoba,"['dapat', 'harga', 'ceban', 'yay', 'belum', 'dicoba']","['harga', 'ceban', 'yay', 'dicoba']","['harga', 'ceban', 'yay', 'coba']",harga ceban yay coba,"{'classified_text': 'harga ceban yay coba', 'tweet_text': ' harga ceban yay coba', 'sentence_score': ['harga ceban yay coba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",harga ceban yay coba, harga ceban yay coba,['harga ceban yay coba'],1,-1,netral
"pembelian kesekian kalinya. cocok di muka apalagi klo pas jerawatan, kulitnya tetep bs bnafas",pembelian kesekian kalinya cocok di muka apalagi klo pas jerawatan kulitnya tetep bs bnafas,pembelian kesekian kalinya cocok di muka apalagi kalo pas jerawatan kulitnya tetap bisa bnafas,"['pembelian', 'kesekian', 'kalinya', 'cocok', 'di', 'muka', 'apalagi', 'kalo', 'pas', 'jerawatan', 'kulitnya', 'tetap', 'bisa', 'bnafas']","['pembelian', 'kesekian', 'kalinya', 'cocok', 'muka', 'jerawatan', 'kulitnya', 'bnafas']","['beli', 'sekian', 'kali', 'cocok', 'muka', 'jerawat', 'kulit', 'bnafas']",beli sekian kali cocok muka jerawat kulit bnafas,"{'classified_text': 'beli sekian kali cocok [4] muka jerawat kulit bnafas', 'tweet_text': ' beli sekian kali cocok muka jerawat kulit bnafas', 'sentence_score': ['beli sekian kali cocok [4] muka jerawat kulit bnafas'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beli sekian kali cocok [4] muka jerawat kulit bnafas, beli sekian kali cocok muka jerawat kulit bnafas,['beli sekian kali cocok [4] muka jerawat kulit bnafas'],4,-1,positif
ternyata dapet 2 ya. baru pertama kali semoga cocok,ternyata dapet ya baru pertama kali semoga cocok,ternyata dapat ya baru pertama kali semoga cocok,"['ternyata', 'dapat', 'ya', 'baru', 'pertama', 'kali', 'semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok,"{'classified_text': 'moga cocok [3]', 'tweet_text': ' moga cocok', 'sentence_score': ['moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3], moga cocok,['moga cocok [3]'],3,-1,positif
"mudah2an cocok, terima kasih👍🏻",mudahan cocok terima kasih,mudahan cocok terima kasih,"['mudahan', 'cocok', 'terima', 'kasih']","['mudahan', 'cocok', 'terima', 'kasih']","['mudah', 'cocok', 'terima', 'kasih']",mudah cocok terima kasih,"{'classified_text': 'mudah [3] cocok [4] terima kasih [4]', 'tweet_text': ' mudah cocok terima kasih', 'sentence_score': ['mudah [3] cocok [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mudah [3] cocok [4] terima kasih [4], mudah cocok terima kasih,['mudah [3] cocok [4] terima kasih [4]'],4,-1,positif
udh sering beli ini dan selalu cocok,udh sering beli ini dan selalu cocok,sudah sering beli ini dan selalu cocok,"['sudah', 'sering', 'beli', 'ini', 'dan', 'selalu', 'cocok']","['beli', 'cocok']","['beli', 'cocok']",beli cocok,"{'classified_text': 'beli cocok [3]', 'tweet_text': ' beli cocok', 'sentence_score': ['beli cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",beli cocok [3], beli cocok,['beli cocok [3]'],3,-1,positif
barang datang dengan selamat walau agak lama datangnya,barang datang dengan selamat walau agak lama datangnya,barang datang dengan selamat walau agak lama datangnya,"['barang', 'datang', 'dengan', 'selamat', 'walau', 'agak', 'lama', 'datangnya']","['selamat', 'datangnya']","['selamat', 'datang']",selamat datang,"{'classified_text': 'selamat [4] datang', 'tweet_text': ' selamat datang', 'sentence_score': ['selamat [4] datang'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",selamat [4] datang, selamat datang,['selamat [4] datang'],4,-1,positif
"packing nya bagus bgt utk cream dg hrg segitu. tekstur ringan cepet meresap di kulit, ga ada bau menyengat samsek. semoga cocok di kulit aku yg kering tp bruntusan.  tq.",packing nya bagus bgt utk cream dg hrg segitu tekstur ringan cepet meresap di kulit ga ada bau menyengat samsek semoga cocok di kulit aku yg kering tp bruntusan tq,packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat meresap di kulit enggak ada bau menyengat sama sekali semoga cocok di kulit aku yang kering tapi bruntusan terima kasih,"['packing', 'nya', 'bagus', 'banget', 'untuk', 'cream', 'dengan', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'meresap', 'di', 'kulit', 'enggak', 'ada', 'bau', 'menyengat', 'sama', 'sekali', 'semoga', 'cocok', 'di', 'kulit', 'aku', 'yang', 'kering', 'tapi', 'bruntusan', 'terima', 'kasih']","['packing', 'bagus', 'banget', 'cream', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'meresap', 'kulit', 'bau', 'menyengat', 'semoga', 'cocok', 'kulit', 'kering', 'bruntusan', 'terima', 'kasih']","['packing', 'bagus', 'banget', 'cream', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'resap', 'kulit', 'bau', 'sengat', 'moga', 'cocok', 'kulit', 'kering', 'bruntusan', 'terima', 'kasih']",packing bagus banget cream harga segitu tekstur ringan cepat resap kulit bau sengat moga cocok kulit kering bruntusan terima kasih,"{'classified_text': 'packing bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit bau [-4] sengat moga cocok [3] kulit kering bruntusan terima kasih [4]', 'tweet_text': ' packing bagus banget cream harga segitu tekstur ringan cepat resap kulit bau sengat moga cocok kulit kering bruntusan terima kasih', 'sentence_score': ['packing bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit bau [-4] sengat moga cocok [3] kulit kering bruntusan terima kasih [4]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",packing bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit bau [-4] sengat moga cocok [3] kulit kering bruntusan terima kasih [4], packing bagus banget cream harga segitu tekstur ringan cepat resap kulit bau sengat moga cocok kulit kering bruntusan terima kasih,['packing bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit bau [-4] sengat moga cocok [3] kulit kering bruntusan terima kasih [4]'],5,-4,positif
terima kasih...,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
"bahannya ringan, mudah menyerap cocok di kulit aku yg berjerawat. gak bikin breakout. the best pokoknya👍🏻👍🏻",bahannya ringan mudah menyerap cocok di kulit aku yg berjerawat gak bikin breakout the best pokoknya,bahannya ringan mudah menyerap cocok di kulit aku yang berjerawat enggak bikin breakout the best pokoknya,"['bahannya', 'ringan', 'mudah', 'menyerap', 'cocok', 'di', 'kulit', 'aku', 'yang', 'berjerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokoknya']","['bahannya', 'ringan', 'mudah', 'menyerap', 'cocok', 'kulit', 'berjerawat', 'breakout', 'best', 'pokoknya']","['bahan', 'ringan', 'mudah', 'serap', 'cocok', 'kulit', 'jerawat', 'breakout', 'best', 'pokok']",bahan ringan mudah serap cocok kulit jerawat breakout best pokok,"{'classified_text': 'bahan ringan mudah [3] serap cocok [3] kulit jerawat breakout best pokok', 'tweet_text': ' bahan ringan mudah serap cocok kulit jerawat breakout best pokok', 'sentence_score': ['bahan ringan mudah [3] serap cocok [3] kulit jerawat breakout best pokok'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan mudah [3] serap cocok [3] kulit jerawat breakout best pokok, bahan ringan mudah serap cocok kulit jerawat breakout best pokok,['bahan ringan mudah [3] serap cocok [3] kulit jerawat breakout best pokok'],3,-1,positif
tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku kombinasi masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat']",tipe kulit kombinasi kulit jerawat,"{'classified_text': 'tipe kulit kombinasi kulit jerawat', 'tweet_text': ' tipe kulit kombinasi kulit jerawat', 'sentence_score': ['tipe kulit kombinasi kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi kulit jerawat, tipe kulit kombinasi kulit jerawat,['tipe kulit kombinasi kulit jerawat'],1,-1,netral
tipe kulitku kombinasi,tipe kulitku kombinasi,tipe kulitku kombinasi,"['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'kombinasi']",tipe kulit kombinasi,"{'classified_text': 'tipe kulit kombinasi', 'tweet_text': ' tipe kulit kombinasi', 'sentence_score': ['tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi, tipe kulit kombinasi,['tipe kulit kombinasi'],1,-1,netral
"tipe kulitku berminyak masalah kulitku pori besar ,original 100%  terimakasih.",tipe kulitku berminyak masalah kulitku pori besar original terimakasih,tipe kulitku berminyak masalah kulitku pori besar original terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'original', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'original', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'original', 'terima', 'kasih']",tipe kulit minyak kulit pori original terima kasih,"{'classified_text': 'tipe kulit minyak kulit pori original terima kasih [4]', 'tweet_text': ' tipe kulit minyak kulit pori original terima kasih', 'sentence_score': ['tipe kulit minyak kulit pori original terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak kulit pori original terima kasih [4], tipe kulit minyak kulit pori original terima kasih,['tipe kulit minyak kulit pori original terima kasih [4]'],4,-1,positif
"bahannya ringan, cocok digunakan",bahannya ringan cocok digunakan,bahannya ringan cocok digunakan,"['bahannya', 'ringan', 'cocok', 'digunakan']","['bahannya', 'ringan', 'cocok']","['bahan', 'ringan', 'cocok']",bahan ringan cocok,"{'classified_text': 'bahan ringan cocok [3]', 'tweet_text': ' bahan ringan cocok', 'sentence_score': ['bahan ringan cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan cocok [3], bahan ringan cocok,['bahan ringan cocok [3]'],3,-1,positif
"tipe kulitku berminyak, baru mau nyoba makai ini tapi sebelumnya nyoba punya temen cocokkk",tipe kulitku berminyak baru mau nyoba makai ini tapi sebelumnya nyoba punya temen cocokkk,tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok,"['tipe', 'kulitku', 'berminyak', 'baru', 'mau', 'mencoba', 'makai', 'ini', 'tapi', 'sebelumnya', 'mencoba', 'punya', 'teman', 'cocok']","['tipe', 'kulitku', 'berminyak', 'mencoba', 'makai', 'mencoba', 'cocok']","['tipe', 'kulit', 'minyak', 'coba', 'maka', 'coba', 'cocok']",tipe kulit minyak coba maka coba cocok,"{'classified_text': 'tipe kulit minyak coba maka coba cocok [3]', 'tweet_text': ' tipe kulit minyak coba maka coba cocok', 'sentence_score': ['tipe kulit minyak coba maka coba cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak coba maka coba cocok [3], tipe kulit minyak coba maka coba cocok,['tipe kulit minyak coba maka coba cocok [3]'],3,-1,positif
