case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
"jd kemarin nyobain yg kecil rupanya cocok, teksturnya ringan mudah di blend tdk whitecast & ga oily setelah di apply lama. bagus bgt, semoga sering diskon hehe🫶🏻",jd kemarin nyobain yg kecil rupanya cocok teksturnya ringan mudah di blend tdk whitecast ga oily setelah di apply lama bagus bgt semoga sering diskon,jadi kemarin mencoba yang kecil rupanya cocok teksturnya ringan mudah di blend tidak whitecast enggak oily setelah di apply lama bagus banget semoga sering diskon,"['jadi', 'kemarin', 'mencoba', 'yang', 'kecil', 'rupanya', 'cocok', 'teksturnya', 'ringan', 'mudah', 'di', 'blend', 'tidak', 'whitecast', 'enggak', 'oily', 'setelah', 'di', 'apply', 'lama', 'bagus', 'banget', 'semoga', 'sering', 'diskon']","['kemarin', 'mencoba', 'cocok', 'teksturnya', 'ringan', 'mudah', 'blend', 'whitecast', 'oily', 'apply', 'bagus', 'banget', 'semoga', 'diskon']","['kemarin', 'coba', 'cocok', 'tekstur', 'ringan', 'mudah', 'blend', 'whitecast', 'oily', 'apply', 'bagus', 'banget', 'moga', 'diskon']",kemarin coba cocok tekstur ringan mudah blend whitecast oily apply bagus banget moga diskon,"{'classified_text': 'kemarin coba cocok [3] tekstur ringan mudah [3] blend whitecast oily apply bagus [5] banget moga diskon', 'tweet_text': ' kemarin coba cocok tekstur ringan mudah blend whitecast oily apply bagus banget moga diskon', 'sentence_score': ['kemarin coba cocok [3] tekstur ringan mudah [3] blend whitecast oily apply bagus [5] banget moga diskon'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kemarin coba cocok [3] tekstur ringan mudah [3] blend whitecast oily apply bagus [5] banget moga diskon, kemarin coba cocok tekstur ringan mudah blend whitecast oily apply bagus banget moga diskon,['kemarin coba cocok [3] tekstur ringan mudah [3] blend whitecast oily apply bagus [5] banget moga diskon'],5,-1,positif
semoga manjur buat exfoliasi wajahku,semoga manjur buat exfoliasi wajahku,semoga manjur buat exfoliasi wajahku,"['semoga', 'manjur', 'buat', 'exfoliasi', 'wajahku']","['semoga', 'manjur', 'exfoliasi', 'wajahku']","['moga', 'manjur', 'exfoliasi', 'wajah']",moga manjur exfoliasi wajah,"{'classified_text': 'moga manjur exfoliasi wajah', 'tweet_text': ' moga manjur exfoliasi wajah', 'sentence_score': ['moga manjur exfoliasi wajah'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",moga manjur exfoliasi wajah, moga manjur exfoliasi wajah,['moga manjur exfoliasi wajah'],1,-1,netral
"doesn't smell as nice as other brands, very chemical.",doesn smell as nice as other brands very chemical,doesn smell as nice as other brands very chemical,"['doesn', 'smell', 'as', 'nice', 'as', 'other', 'brands', 'very', 'chemical']","['doesn', 'smell', 'nice', 'other', 'brands', 'very', 'chemical']","['doesn', 'smell', 'nice', 'other', 'brands', 'very', 'chemical']",doesn smell nice other brands very chemical,"{'classified_text': 'doesn smell nice other brands very chemical', 'tweet_text': ' doesn smell nice other brands very chemical', 'sentence_score': ['doesn smell nice other brands very chemical'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",doesn smell nice other brands very chemical, doesn smell nice other brands very chemical,['doesn smell nice other brands very chemical'],1,-1,netral
tipe kulitku normal,tipe kulitku normal,tipe kulitku normal,"['tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'normal']",tipe kulit normal,"{'classified_text': 'tipe kulit normal [-1]', 'tweet_text': ' tipe kulit normal', 'sentence_score': ['tipe kulit normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit normal [-1], tipe kulit normal,['tipe kulit normal [-1]'],1,-1,netral
akhirnya nemu serum yg cocok 😍,akhirnya nemu serum yg cocok,akhirnya nemu serum yang cocok,"['akhirnya', 'nemu', 'serum', 'yang', 'cocok']","['nemu', 'serum', 'cocok']","['nemu', 'serum', 'cocok']",nemu serum cocok,"{'classified_text': 'nemu serum cocok [3]', 'tweet_text': ' nemu serum cocok', 'sentence_score': ['nemu serum cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",nemu serum cocok [3], nemu serum cocok,['nemu serum cocok [3]'],3,-1,positif
"tipe kulitku kering, ternyata besar juga thx seller dan tokped",tipe kulitku kering ternyata besar juga thx seller dan tokped,tipe kulitku kering ternyata besar juga thanks seller dan tokped,"['tipe', 'kulitku', 'kering', 'ternyata', 'besar', 'juga', 'thanks', 'seller', 'dan', 'tokped']","['tipe', 'kulitku', 'kering', 'thanks', 'seller', 'tokped']","['tipe', 'kulit', 'kering', 'thanks', 'seller', 'tokped']",tipe kulit kering thanks seller tokped,"{'classified_text': 'tipe kulit kering thanks seller tokped', 'tweet_text': ' tipe kulit kering thanks seller tokped', 'sentence_score': ['tipe kulit kering thanks seller tokped'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kering thanks seller tokped, tipe kulit kering thanks seller tokped,['tipe kulit kering thanks seller tokped'],1,-1,netral
"good product, thanks seller",good product thanks seller,good product thanks seller,"['good', 'product', 'thanks', 'seller']","['product', 'thanks', 'seller']","['product', 'thanks', 'seller']",product thanks seller,"{'classified_text': 'product thanks seller', 'tweet_text': ' product thanks seller', 'sentence_score': ['product thanks seller'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",product thanks seller, product thanks seller,['product thanks seller'],1,-1,netral
"terima kasih banyak, barang sudah diterima 😆",terima kasih banyak barang sudah diterima,terima kasih banyak barang sudah diterima,"['terima', 'kasih', 'banyak', 'barang', 'sudah', 'diterima']","['terima', 'kasih', 'diterima']","['terima', 'kasih', 'terima']",terima kasih terima,"{'classified_text': 'terima kasih [4] terima', 'tweet_text': ' terima kasih terima', 'sentence_score': ['terima kasih [4] terima'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] terima, terima kasih terima,['terima kasih [4] terima'],4,-1,positif
produk sudah sampai. tidak ada yang bocor. apply di muka berasa lembap 👍👍,produk sudah sampai tidak ada yang bocor apply di muka berasa lembap,produk sudah sampai tidak ada yang bocor apply di muka berasa lembab,"['produk', 'sudah', 'sampai', 'tidak', 'ada', 'yang', 'bocor', 'apply', 'di', 'muka', 'berasa', 'lembab']","['produk', 'bocor', 'apply', 'muka', 'berasa', 'lembab']","['produk', 'bocor', 'apply', 'muka', 'asa', 'lembab']",produk bocor apply muka asa lembab,"{'classified_text': 'produk bocor [-3] apply muka asa lembab', 'tweet_text': ' produk bocor apply muka asa lembab', 'sentence_score': ['produk bocor [-3] apply muka asa lembab'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",produk bocor [-3] apply muka asa lembab, produk bocor apply muka asa lembab,['produk bocor [-3] apply muka asa lembab'],1,-3,negatif
"keluarin sunscreen spf 30/35 dong avo team, tapi formulasinya persisi kaya tgs ini, pleasee, buat yang  tipe kulitnya mudah jerawat kaya aku ini",keluarin sunscreen spf dong avo team tapi formulasinya persisi kaya tgs ini pleasee buat yang tipe kulitnya mudah jerawat kaya aku ini,keluarkan sunscreen spf dong avo team tapi formulasinya persis kayak tgs ini please buat yang tipe kulitnya mudah jerawat kayak aku ini,"['keluarkan', 'sunscreen', 'spf', 'dong', 'avo', 'team', 'tapi', 'formulasinya', 'persis', 'kayak', 'tgs', 'ini', 'please', 'buat', 'yang', 'tipe', 'kulitnya', 'mudah', 'jerawat', 'kayak', 'aku', 'ini']","['keluarkan', 'sunscreen', 'spf', 'avo', 'team', 'formulasinya', 'persis', 'tgs', 'tipe', 'kulitnya', 'mudah', 'jerawat']","['keluar', 'sunscreen', 'spf', 'avo', 'team', 'formulasi', 'persis', 'tgs', 'tipe', 'kulit', 'mudah', 'jerawat']",keluar sunscreen spf avo team formulasi persis tgs tipe kulit mudah jerawat,"{'classified_text': 'keluar [-3] sunscreen spf avo team formulasi persis tgs tipe kulit mudah [3] jerawat', 'tweet_text': ' keluar sunscreen spf avo team formulasi persis tgs tipe kulit mudah jerawat', 'sentence_score': ['keluar [-3] sunscreen spf avo team formulasi persis tgs tipe kulit mudah [3] jerawat'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",keluar [-3] sunscreen spf avo team formulasi persis tgs tipe kulit mudah [3] jerawat, keluar sunscreen spf avo team formulasi persis tgs tipe kulit mudah jerawat,['keluar [-3] sunscreen spf avo team formulasi persis tgs tipe kulit mudah [3] jerawat'],3,-3,netral
"paket rapih , pengiriman cepat, seblmnya pakai varian ybs dan cocok , smoga cocok yg varian ini",paket rapih pengiriman cepat seblmnya pakai varian ybs dan cocok smoga cocok yg varian ini,paket rapi pengiriman cepat seblmnya pakai varian ybs dan cocok semoga cocok yang varian ini,"['paket', 'rapi', 'pengiriman', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'dan', 'cocok', 'semoga', 'cocok', 'yang', 'varian', 'ini']","['paket', 'rapi', 'pengiriman', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'cocok', 'semoga', 'cocok', 'varian']","['paket', 'rapi', 'kirim', 'cepat', 'seblmnya', 'pakai', 'varian', 'ybs', 'cocok', 'moga', 'cocok', 'varian']",paket rapi kirim cepat seblmnya pakai varian ybs cocok moga cocok varian,"{'classified_text': 'paket rapi [4] kirim cepat [4] seblmnya pakai varian ybs cocok [3] moga cocok [3] varian', 'tweet_text': ' paket rapi kirim cepat seblmnya pakai varian ybs cocok moga cocok varian', 'sentence_score': ['paket rapi [4] kirim cepat [4] seblmnya pakai varian ybs cocok [3] moga cocok [3] varian'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket rapi [4] kirim cepat [4] seblmnya pakai varian ybs cocok [3] moga cocok [3] varian, paket rapi kirim cepat seblmnya pakai varian ybs cocok moga cocok varian,['paket rapi [4] kirim cepat [4] seblmnya pakai varian ybs cocok [3] moga cocok [3] varian'],4,-1,positif
baru nyoba blom tau hasilnya,baru nyoba blom tau hasilnya,baru mencoba belum tau hasilnya,"['baru', 'mencoba', 'belum', 'tau', 'hasilnya']","['mencoba', 'hasilnya']","['coba', 'hasil']",coba hasil,"{'classified_text': 'coba hasil', 'tweet_text': ' coba hasil', 'sentence_score': ['coba hasil'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba hasil, coba hasil,['coba hasil'],1,-1,netral
"yeey dah sampai, semoga cocok di kulit aku. biar menetap di produk avoskin😍😍",yeey dah sampai semoga cocok di kulit aku biar menetap di produk avoskin,yeey deh sampai semoga cocok di kulit aku biar menetap di produk avoskin,"['yeey', 'deh', 'sampai', 'semoga', 'cocok', 'di', 'kulit', 'aku', 'biar', 'menetap', 'di', 'produk', 'avoskin']","['yeey', 'semoga', 'cocok', 'kulit', 'menetap', 'produk', 'avoskin']","['yeey', 'moga', 'cocok', 'kulit', 'tetap', 'produk', 'avoskin']",yeey moga cocok kulit tetap produk avoskin,"{'classified_text': 'yeey moga cocok [3] kulit tetap produk avoskin', 'tweet_text': ' yeey moga cocok kulit tetap produk avoskin', 'sentence_score': ['yeey moga cocok [3] kulit tetap produk avoskin'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",yeey moga cocok [3] kulit tetap produk avoskin, yeey moga cocok kulit tetap produk avoskin,['yeey moga cocok [3] kulit tetap produk avoskin'],3,-1,positif
"barang sampe dengan selamat, packaging bagus, sesuai orderan",barang sampe dengan selamat packaging bagus sesuai orderan,barang sampai dengan selamat packaging bagus sesuai orderan,"['barang', 'sampai', 'dengan', 'selamat', 'packaging', 'bagus', 'sesuai', 'orderan']","['selamat', 'packaging', 'bagus', 'orderan']","['selamat', 'packaging', 'bagus', 'order']",selamat packaging bagus order,"{'classified_text': 'selamat [4] packaging bagus [4] order', 'tweet_text': ' selamat packaging bagus order', 'sentence_score': ['selamat [4] packaging bagus [4] order'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",selamat [4] packaging bagus [4] order, selamat packaging bagus order,['selamat [4] packaging bagus [4] order'],4,-1,positif
"barang sudah sampai, belum mencoba yang ini semoga cocok",barang sudah sampai belum mencoba yang ini semoga cocok,barang sudah sampai belum mencoba yang ini semoga cocok,"['barang', 'sudah', 'sampai', 'belum', 'mencoba', 'yang', 'ini', 'semoga', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
always the best sih ini si avoo... thanks avo.. cucok n kece hasilnya..,always the best sih ini si avoo thanks avo cucok kece hasilnya,always the best sih ini sih avoo thanks avo cocok kece hasilnya,"['always', 'the', 'best', 'sih', 'ini', 'sih', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasilnya']","['best', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasilnya']","['best', 'avoo', 'thanks', 'avo', 'cocok', 'kece', 'hasil']",best avoo thanks avo cocok kece hasil,"{'classified_text': 'best avoo thanks avo cocok [3] kece hasil', 'tweet_text': ' best avoo thanks avo cocok kece hasil', 'sentence_score': ['best avoo thanks avo cocok [3] kece hasil'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",best avoo thanks avo cocok [3] kece hasil, best avoo thanks avo cocok kece hasil,['best avoo thanks avo cocok [3] kece hasil'],3,-1,positif
tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku kering tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku kering tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku kering tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori,"{'classified_text': 'tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori', 'tweet_text': ' tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori', 'sentence_score': ['tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori, tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori,['tipe kulit minyak tipe kulit kombinasi tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori'],1,-2,negatif
tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit kombinasi kulit kerut kulit pori,"{'classified_text': 'tipe kulit kombinasi kulit kerut [-2] kulit pori', 'tweet_text': ' tipe kulit kombinasi kulit kerut kulit pori', 'sentence_score': ['tipe kulit kombinasi kulit kerut [-2] kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit kombinasi kulit kerut [-2] kulit pori, tipe kulit kombinasi kulit kerut kulit pori,['tipe kulit kombinasi kulit kerut [-2] kulit pori'],1,-2,negatif
pembelian kesekian kalinya 👌🏼👌🏼👌🏼👌🏼👌🏼,pembelian kesekian kalinya,pembelian kesekian kalinya,"['pembelian', 'kesekian', 'kalinya']","['pembelian', 'kesekian', 'kalinya']","['beli', 'sekian', 'kali']",beli sekian kali,"{'classified_text': 'beli sekian kali', 'tweet_text': ' beli sekian kali', 'sentence_score': ['beli sekian kali'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beli sekian kali, beli sekian kali,['beli sekian kali'],1,-1,netral
"rugi banget! bener2 nyesel beli ini toner!! padahal lg coba berpaling dr merk lain, malah dibikin kecewa sm avoskin. beli 100ml, dikirim cuma 20ml aaaaaa 😭😭 chat minta solusi, malah disuruh tunggu sampe senin! bikin nambah emosiiii 😭😭😭 (review dan rating akan sy ganti kalau senin ada solusi ganti rugi)",rugi banget bener nyesel beli ini toner padahal lg coba berpaling dr merk lain malah dibikin kecewa sm avoskin beli ml dikirim cuma ml aaaaaa chat minta solusi malah disuruh tunggu sampe senin bikin nambah emosiiii review dan rating akan sy ganti kalau senin ada solusi ganti rugi,rugi banget benar menyesal beli ini toner padahal lagi coba berpaling dari merk lain malah dibikin kecewa sama avoskin beli ml dikirim cuma ml aaaaaa chat meminta solusi malah disuruh tunggu sampai senin bikin menambah emosi review dan rating akan saya ganti kalau senin ada solusi ganti rugi,"['rugi', 'banget', 'benar', 'menyesal', 'beli', 'ini', 'toner', 'padahal', 'lagi', 'coba', 'berpaling', 'dari', 'merk', 'lain', 'malah', 'dibikin', 'kecewa', 'sama', 'avoskin', 'beli', 'ml', 'dikirim', 'cuma', 'ml', 'aaaaaa', 'chat', 'meminta', 'solusi', 'malah', 'disuruh', 'tunggu', 'sampai', 'senin', 'bikin', 'menambah', 'emosi', 'review', 'dan', 'rating', 'akan', 'saya', 'ganti', 'kalau', 'senin', 'ada', 'solusi', 'ganti', 'rugi']","['rugi', 'banget', 'menyesal', 'beli', 'toner', 'coba', 'berpaling', 'merk', 'dibikin', 'kecewa', 'avoskin', 'beli', 'ml', 'dikirim', 'ml', 'aaaaaa', 'chat', 'solusi', 'disuruh', 'tunggu', 'menambah', 'emosi', 'review', 'rating', 'ganti', 'solusi', 'ganti', 'rugi']","['rugi', 'banget', 'sesal', 'beli', 'toner', 'coba', 'paling', 'merk', 'bikin', 'kecewa', 'avoskin', 'beli', 'ml', 'kirim', 'ml', 'aaaaaa', 'chat', 'solusi', 'suruh', 'tunggu', 'tambah', 'emosi', 'review', 'rating', 'ganti', 'solusi', 'ganti', 'rugi']",rugi banget sesal beli toner coba paling merk bikin kecewa avoskin beli ml kirim ml aaaaaa chat solusi suruh tunggu tambah emosi review rating ganti solusi ganti rugi,"{'classified_text': 'rugi [-5] banget sesal beli toner coba paling merk bikin kecewa [-3] avoskin beli ml kirim ml a [2] chat solusi suruh tunggu tambah emosi [-4] review rating ganti solusi ganti rugi [-4]', 'tweet_text': ' rugi banget sesal beli toner coba paling merk bikin kecewa avoskin beli ml kirim ml a chat solusi suruh tunggu tambah emosi review rating ganti solusi ganti rugi', 'sentence_score': ['rugi [-5] banget sesal beli toner coba paling merk bikin kecewa [-3] avoskin beli ml kirim ml a [2] chat solusi suruh tunggu tambah emosi [-4] review rating ganti solusi ganti rugi [-4]'], 'max_positive': 2, 'max_negative': -5, 'kelas': 'negatif'}",rugi [-5] banget sesal beli toner coba paling merk bikin kecewa [-3] avoskin beli ml kirim ml a [2] chat solusi suruh tunggu tambah emosi [-4] review rating ganti solusi ganti rugi [-4], rugi banget sesal beli toner coba paling merk bikin kecewa avoskin beli ml kirim ml a chat solusi suruh tunggu tambah emosi review rating ganti solusi ganti rugi,['rugi [-5] banget sesal beli toner coba paling merk bikin kecewa [-3] avoskin beli ml kirim ml a [2] chat solusi suruh tunggu tambah emosi [-4] review rating ganti solusi ganti rugi [-4]'],2,-5,negatif
