case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
"saya pesen 2 tapi yg datang cuma 1, pdhl diresi nya tertulis 2 pcs, emang salah saya ga divideoin krn udh percaya aja krn udah sering beli juga eeeehh ya sudahlah mo gmn lagi ga divideoin juga😑 cuma ada foto doang",saya pesen tapi yg datang cuma pdhl diresi nya tertulis pcs emang salah saya ga divideoin krn udh percaya aja krn udah sering beli juga eeeehh ya sudahlah mo gmn lagi ga divideoin juga cuma ada foto doang,saya pesan tapi yang datang cuma padahal diresi nya tertulis pcs memang salah saya enggak divideoin karena sudah percaya saja karena sudah sering beli juga eeeehh ya sudahlah mau bagaimana lagi enggak divideoin juga cuma ada foto doang,"['saya', 'pesan', 'tapi', 'yang', 'datang', 'cuma', 'padahal', 'diresi', 'nya', 'tertulis', 'pcs', 'memang', 'salah', 'saya', 'enggak', 'divideoin', 'karena', 'sudah', 'percaya', 'saja', 'karena', 'sudah', 'sering', 'beli', 'juga', 'eeeehh', 'ya', 'sudahlah', 'mau', 'bagaimana', 'lagi', 'enggak', 'divideoin', 'juga', 'cuma', 'ada', 'foto', 'doang']","['pesan', 'datang', 'cuma', 'padahal', 'diresi', 'nya', 'tertulis', 'pcs', 'memang', 'salah', 'enggak', 'divideoin', 'percaya', 'sering', 'beli', 'eeeehh', 'sudahlah', 'mau', 'bagaimana', 'enggak', 'divideoin', 'cuma', 'foto', 'doang']","['pesan', 'datang', 'cuma', 'padahal', 'resi', 'nya', 'tulis', 'pcs', 'memang', 'salah', 'enggak', 'divideoin', 'percaya', 'sering', 'beli', 'eeeehh', 'sudah', 'mau', 'bagaimana', 'enggak', 'divideoin', 'cuma', 'foto', 'doang']",pesan datang cuma padahal resi nya tulis pcs memang salah enggak divideoin percaya sering beli eeeehh sudah mau bagaimana enggak divideoin cuma foto doang,negatif
semoga cocok,semoga cocok,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok,positif
barang telah sampai dengan selamat. penjual responsif. terima kasih,barang telah sampai dengan selamat penjual responsif terima kasih,barang telah sampai dengan selamat penjual responsif terima kasih,"['barang', 'telah', 'sampai', 'dengan', 'selamat', 'penjual', 'responsif', 'terima', 'kasih']","['barang', 'selamat', 'penjual', 'responsif', 'terima', 'kasih']","['barang', 'selamat', 'jual', 'responsif', 'terima', 'kasih']",barang selamat jual responsif terima kasih,positif
"beli untuk mama, karna cocok bgt di mama. usia mama udah 50+, pakai ini kulit jadi mulus dan kerutan berkurang. udah repurchase 3 kali 🤭",beli untuk mama karna cocok bgt di mama usia mama udah pakai ini kulit jadi mulus dan kerutan berkurang udah repurchase kali,beli untuk mama karena cocok banget di mama usia mama sudah pakai ini kulit jadi mulus dan kerutan berkurang sudah repurchase kali,"['beli', 'untuk', 'mama', 'karena', 'cocok', 'banget', 'di', 'mama', 'usia', 'mama', 'sudah', 'pakai', 'ini', 'kulit', 'jadi', 'mulus', 'dan', 'kerutan', 'berkurang', 'sudah', 'repurchase', 'kali']","['beli', 'mama', 'cocok', 'banget', 'mama', 'usia', 'mama', 'pakai', 'kulit', 'jadi', 'mulus', 'kerutan', 'berkurang', 'repurchase', 'kali']","['beli', 'mama', 'cocok', 'banget', 'mama', 'usia', 'mama', 'pakai', 'kulit', 'jadi', 'mulus', 'kerut', 'kurang', 'repurchase', 'kali']",beli mama cocok banget mama usia mama pakai kulit jadi mulus kerut kurang repurchase kali,positif
"dapet exp 2026 alhamdulillah, smoga cocok baru mau cobain pake retinol😍 pake yg refining sukak banget soalnya",dapet exp alhamdulillah smoga cocok baru mau cobain pake retinol pake yg refining sukak banget soalnya,dapat exp alhamdulillah semoga cocok baru mau mencoba pakai retinol pakai yang refining suka banget soalnya,"['dapat', 'exp', 'alhamdulillah', 'semoga', 'cocok', 'baru', 'mau', 'mencoba', 'pakai', 'retinol', 'pakai', 'yang', 'refining', 'suka', 'banget', 'soalnya']","['exp', 'alhamdulillah', 'semoga', 'cocok', 'baru', 'mau', 'mencoba', 'pakai', 'retinol', 'pakai', 'refining', 'suka', 'banget', 'soalnya']","['exp', 'alhamdulillah', 'moga', 'cocok', 'baru', 'mau', 'coba', 'pakai', 'retinol', 'pakai', 'refining', 'suka', 'banget', 'soal']",exp alhamdulillah moga cocok baru mau coba pakai retinol pakai refining suka banget soal,positif
"lembut bagus untuk kulit normal/dry , sensitif. namun kurang cocok untuk kulit berminyak/berjerawat, harus pump banyak.",lembut bagus untuk kulit normal dry sensitif namun kurang cocok untuk kulit berminyak berjerawat harus pump banyak,lembut bagus untuk kulit normal dry sensitif namun kurang cocok untuk kulit berminyak berjerawat harus pump banyak,"['lembut', 'bagus', 'untuk', 'kulit', 'normal', 'dry', 'sensitif', 'namun', 'kurang', 'cocok', 'untuk', 'kulit', 'berminyak', 'berjerawat', 'harus', 'pump', 'banyak']","['lembut', 'bagus', 'kulit', 'normal', 'dry', 'sensitif', 'kurang', 'cocok', 'kulit', 'berminyak', 'berjerawat', 'pump', 'banyak']","['lembut', 'bagus', 'kulit', 'normal', 'dry', 'sensitif', 'kurang', 'cocok', 'kulit', 'minyak', 'jerawat', 'pump', 'banyak']",lembut bagus kulit normal dry sensitif kurang cocok kulit minyak jerawat pump banyak,positif
"pengiriman oke, namun exp produk terlalu dekat. utk yg serum exp 03/25, yg toner mendingan 11/25",pengiriman oke namun exp produk terlalu dekat utk yg serum exp yg toner mendingan,pengiriman oke namun exp produk terlalu dekat untuk yang serum exp yang toner mendingan,"['pengiriman', 'oke', 'namun', 'exp', 'produk', 'terlalu', 'dekat', 'untuk', 'yang', 'serum', 'exp', 'yang', 'toner', 'mendingan']","['pengiriman', 'oke', 'exp', 'produk', 'terlalu', 'dekat', 'serum', 'exp', 'toner', 'mendingan']","['kirim', 'oke', 'exp', 'produk', 'terlalu', 'dekat', 'serum', 'exp', 'toner', 'mending']",kirim oke exp produk terlalu dekat serum exp toner mending,netral
"sangat bagus untuk cream mata, dapat mengurangi mata panda. mata terlihat segar, pokoknya mantap deh",sangat bagus untuk cream mata dapat mengurangi mata panda mata terlihat segar pokoknya mantap deh,sangat bagus untuk cream mata dapat mengurangi mata panda mata terlihat segar pokoknya mantap deh,"['sangat', 'bagus', 'untuk', 'cream', 'mata', 'dapat', 'mengurangi', 'mata', 'panda', 'mata', 'terlihat', 'segar', 'pokoknya', 'mantap', 'deh']","['sangat', 'bagus', 'cream', 'mata', 'mengurangi', 'mata', 'panda', 'mata', 'terlihat', 'segar', 'pokoknya', 'mantap', 'deh']","['sangat', 'bagus', 'cream', 'mata', 'kurang', 'mata', 'panda', 'mata', 'lihat', 'segar', 'pokok', 'mantap', 'deh']",sangat bagus cream mata kurang mata panda mata lihat segar pokok mantap deh,positif
toner keren dari avoskin,toner keren dari avoskin,toner keren dari avoskin,"['toner', 'keren', 'dari', 'avoskin']","['toner', 'keren', 'avoskin']","['toner', 'keren', 'avoskin']",toner keren avoskin,positif
sunscreen terbaik untuk saat ini,sunscreen terbaik untuk saat ini,sunscreen terbaik untuk saat ini,"['sunscreen', 'terbaik', 'untuk', 'saat', 'ini']","['sunscreen', 'terbaik']","['sunscreen', 'baik']",sunscreen baik,positif
produk avoskin memang tidak pernah mengecewakan,produk avoskin memang tidak pernah mengecewakan,produk avoskin memang tidak pernah mengecewakan,"['produk', 'avoskin', 'memang', 'tidak', 'pernah', 'mengecewakan']","['produk', 'avoskin', 'memang', 'tidak', 'pernah', 'mengecewakan']","['produk', 'avoskin', 'memang', 'tidak', 'pernah', 'kecewa']",produk avoskin memang tidak pernah kecewa,positif
"packagingnya oke. lagi dicoba produknya, so far yg toner oke. mudah2an cocok sih sama toner & serum yang ini",packagingnya oke lagi dicoba produknya so far yg toner oke mudahan cocok sih sama toner serum yang ini,packagingnya oke lagi dicoba produknya so far yang toner oke mudahan cocok sih sama toner serum yang ini,"['packagingnya', 'oke', 'lagi', 'dicoba', 'produknya', 'so', 'far', 'yang', 'toner', 'oke', 'mudahan', 'cocok', 'sih', 'sama', 'toner', 'serum', 'yang', 'ini']","['packagingnya', 'oke', 'dicoba', 'produknya', 'so', 'far', 'toner', 'oke', 'mudahan', 'cocok', 'sih', 'sama', 'toner', 'serum']","['packagingnya', 'oke', 'coba', 'produk', 'so', 'far', 'toner', 'oke', 'mudah', 'cocok', 'sih', 'sama', 'toner', 'serum']",packagingnya oke coba produk so far toner oke mudah cocok sih sama toner serum,positif
bahannya ringan baru dicoba semoga cocok,bahannya ringan baru dicoba semoga cocok,bahannya ringan baru dicoba semoga cocok,"['bahannya', 'ringan', 'baru', 'dicoba', 'semoga', 'cocok']","['bahannya', 'ringan', 'baru', 'dicoba', 'semoga', 'cocok']","['bahan', 'ringan', 'baru', 'coba', 'moga', 'cocok']",bahan ringan baru coba moga cocok,positif
"tipe kulitku berminyak & berjerawat. semoga cocok pakai rangkain avoskin ini. moisturizer udah pakai, hasilnya oke. tinggal serumnya yg belum. thank you seller & tokped",tipe kulitku berminyak berjerawat semoga cocok pakai rangkain avoskin ini moisturizer udah pakai hasilnya oke tinggal serumnya yg belum thank you seller tokped,tipe kulitku berminyak berjerawat semoga cocok pakai rangkain avoskin ini moisturizer sudah pakai hasilnya oke tinggal serumnya yang belum thank you seller tokped,"['tipe', 'kulitku', 'berminyak', 'berjerawat', 'semoga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'ini', 'moisturizer', 'sudah', 'pakai', 'hasilnya', 'oke', 'tinggal', 'serumnya', 'yang', 'belum', 'thank', 'you', 'seller', 'tokped']","['tipe', 'kulitku', 'berminyak', 'berjerawat', 'semoga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'moisturizer', 'pakai', 'hasilnya', 'oke', 'tinggal', 'serumnya', 'belum', 'thank', 'you', 'seller', 'tokped']","['tipe', 'kulit', 'minyak', 'jerawat', 'moga', 'cocok', 'pakai', 'rangkain', 'avoskin', 'moisturizer', 'pakai', 'hasil', 'oke', 'tinggal', 'serum', 'belum', 'thank', 'you', 'seller', 'tokped']",tipe kulit minyak jerawat moga cocok pakai rangkain avoskin moisturizer pakai hasil oke tinggal serum belum thank you seller tokped,positif
packaging super safe dan rapi..sampai dgn selamat di tanganku..,packaging super safe dan rapi sampai dgn selamat di tanganku,packaging super safe dan rapi sampai dengan selamat di tanganku,"['packaging', 'super', 'safe', 'dan', 'rapi', 'sampai', 'dengan', 'selamat', 'di', 'tanganku']","['packaging', 'super', 'safe', 'rapi', 'selamat', 'tanganku']","['packaging', 'super', 'safe', 'rapi', 'selamat', 'tangan']",packaging super safe rapi selamat tangan,positif
packaging nya rapi dan super safe..masih segel juga produknya..aman smpe ditangan saya..,packaging nya rapi dan super safe masih segel juga produknya aman smpe ditangan saya,packaging nya rapi dan super safe masih segel juga produknya aman sampai ditangan saya,"['packaging', 'nya', 'rapi', 'dan', 'super', 'safe', 'masih', 'segel', 'juga', 'produknya', 'aman', 'sampai', 'ditangan', 'saya']","['packaging', 'nya', 'rapi', 'super', 'safe', 'segel', 'produknya', 'aman', 'ditangan']","['packaging', 'nya', 'rapi', 'super', 'safe', 'segel', 'produk', 'aman', 'tang']",packaging nya rapi super safe segel produk aman tang,positif
"pengiriman cepat, pengemasan aman, barang sesuai, expired aman",pengiriman cepat pengemasan aman barang sesuai expired aman,pengiriman cepat pengemasan aman barang sesuai expired aman,"['pengiriman', 'cepat', 'pengemasan', 'aman', 'barang', 'sesuai', 'expired', 'aman']","['pengiriman', 'cepat', 'pengemasan', 'aman', 'barang', 'sesuai', 'expired', 'aman']","['kirim', 'cepat', 'emas', 'aman', 'barang', 'sesuai', 'expired', 'aman']",kirim cepat emas aman barang sesuai expired aman,positif
tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'pori', 'besar', 'masalah', 'kulit', 'kerut', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak masalah kulit pori besar masalah kulit kerut tipe kulit sensitif,negatif
"gel, mudah menyerap. travel size pas, tapi katup plastiknya kadang suka ga rapat jadi mudah tumpah.",gel mudah menyerap travel size pas tapi katup plastiknya kadang suka ga rapat jadi mudah tumpah,gel mudah menyerap travel size pas tapi katup plastiknya kadang suka enggak rapat jadi mudah tumpah,"['gel', 'mudah', 'menyerap', 'travel', 'size', 'pas', 'tapi', 'katup', 'plastiknya', 'kadang', 'suka', 'enggak', 'rapat', 'jadi', 'mudah', 'tumpah']","['gel', 'mudah', 'menyerap', 'travel', 'size', 'pas', 'katup', 'plastiknya', 'kadang', 'suka', 'enggak', 'rapat', 'jadi', 'mudah', 'tumpah']","['gel', 'mudah', 'serap', 'travel', 'size', 'pas', 'katup', 'plastik', 'kadang', 'suka', 'enggak', 'rapat', 'jadi', 'mudah', 'tumpah']",gel mudah serap travel size pas katup plastik kadang suka enggak rapat jadi mudah tumpah,positif
tipe kulitku kering tipe kulitku sensitif,tipe kulitku kering tipe kulitku sensitif,tipe kulitku kering tipe kulitku sensitif,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'sensitif']",tipe kulit kering tipe kulit sensitif,negatif
udah lama. pake serum vit c avoskin. emg sebagus itu. rajin pake tiap pagi bekas jerawat hempas,udah lama pake serum vit avoskin emg sebagus itu rajin pake tiap pagi bekas jerawat hempas,sudah lama pakai serum vit avoskin memang sebagus itu rajin pakai tiap pagi bekas jerawat hempas,"['sudah', 'lama', 'pakai', 'serum', 'vit', 'avoskin', 'memang', 'sebagus', 'itu', 'rajin', 'pakai', 'tiap', 'pagi', 'bekas', 'jerawat', 'hempas']","['lama', 'pakai', 'serum', 'vit', 'avoskin', 'memang', 'sebagus', 'rajin', 'pakai', 'tiap', 'pagi', 'bekas', 'jerawat', 'hempas']","['lama', 'pakai', 'serum', 'vit', 'avoskin', 'memang', 'bagus', 'rajin', 'pakai', 'tiap', 'pagi', 'bekas', 'jerawat', 'hempas']",lama pakai serum vit avoskin memang bagus rajin pakai tiap pagi bekas jerawat hempas,positif
"enak bgt ini dipakenya. aku oily to dry, pemula dalam hal exfo tp cocok bgt sama ini 👍🏻",enak bgt ini dipakenya aku oily to dry pemula dalam hal exfo tp cocok bgt sama ini,enak banget ini dipakai aku oily tapi dry pemula dalam hal exfo tapi cocok banget sama ini,"['enak', 'banget', 'ini', 'dipakai', 'aku', 'oily', 'tapi', 'dry', 'pemula', 'dalam', 'hal', 'exfo', 'tapi', 'cocok', 'banget', 'sama', 'ini']","['enak', 'banget', 'dipakai', 'aku', 'oily', 'dry', 'pemula', 'exfo', 'cocok', 'banget', 'sama']","['enak', 'banget', 'pakai', 'aku', 'oily', 'dry', 'mula', 'exfo', 'cocok', 'banget', 'sama']",enak banget pakai aku oily dry mula exfo cocok banget sama,positif
"paket udah sampai pesan hari jum'at,hari senin siang udah sampai.
dapet diskon 30rb+cashback 20rb gopay coin dan free ongkir hehe
btw serum ini cocok banget buat treatment dermapen ya karena bekas jerawat bisa memudar🙏😁",paket udah sampai pesan hari jum at hari senin siang udah sampai dapet diskon rb cashback rb gopay coin dan free ongkir btw serum ini cocok banget buat treatment dermapen ya karena bekas jerawat bisa memudar,paket sudah sampai pesan hari jum at hari senin siang sudah sampai dapat diskon ribu cashback ribu gopay coin dan free ongkir btw serum ini cocok banget buat treatment dermapen ya karena bekas jerawat bisa memudar,"['paket', 'sudah', 'sampai', 'pesan', 'hari', 'jum', 'at', 'hari', 'senin', 'siang', 'sudah', 'sampai', 'dapat', 'diskon', 'ribu', 'cashback', 'ribu', 'gopay', 'coin', 'dan', 'free', 'ongkir', 'btw', 'serum', 'ini', 'cocok', 'banget', 'buat', 'treatment', 'dermapen', 'ya', 'karena', 'bekas', 'jerawat', 'bisa', 'memudar']","['paket', 'pesan', 'hari', 'jum', 'at', 'hari', 'senin', 'siang', 'diskon', 'ribu', 'cashback', 'ribu', 'gopay', 'coin', 'free', 'ongkir', 'btw', 'serum', 'cocok', 'banget', 'buat', 'treatment', 'dermapen', 'bekas', 'jerawat', 'memudar']","['paket', 'pesan', 'hari', 'jum', 'at', 'hari', 'senin', 'siang', 'diskon', 'ribu', 'cashback', 'ribu', 'gopay', 'coin', 'free', 'ongkir', 'btw', 'serum', 'cocok', 'banget', 'buat', 'treatment', 'dermapen', 'bekas', 'jerawat', 'pudar']",paket pesan hari jum at hari senin siang diskon ribu cashback ribu gopay coin free ongkir btw serum cocok banget buat treatment dermapen bekas jerawat pudar,positif
"paket d packing rapi, sdh sering pakai produk ini. cocok  utk sy, puffiness bawah mata berkurang. tks",paket packing rapi sdh sering pakai produk ini cocok utk sy puffiness bawah mata berkurang tks,paket packing rapi sudah sering pakai produk ini cocok untuk saya puffiness bawah mata berkurang thanks,"['paket', 'packing', 'rapi', 'sudah', 'sering', 'pakai', 'produk', 'ini', 'cocok', 'untuk', 'saya', 'puffiness', 'bawah', 'mata', 'berkurang', 'thanks']","['paket', 'packing', 'rapi', 'sering', 'pakai', 'produk', 'cocok', 'puffiness', 'bawah', 'mata', 'berkurang', 'thanks']","['paket', 'packing', 'rapi', 'sering', 'pakai', 'produk', 'cocok', 'puffiness', 'bawah', 'mata', 'kurang', 'thanks']",paket packing rapi sering pakai produk cocok puffiness bawah mata kurang thanks,positif
"biasanya beli serumnya dan ampuh untuk eksfoliasi, sekarang mau coba tonernya",biasanya beli serumnya dan ampuh untuk eksfoliasi sekarang mau coba tonernya,biasanya beli serumnya dan ampuh untuk eksfoliasi sekarang mau coba tonernya,"['biasanya', 'beli', 'serumnya', 'dan', 'ampuh', 'untuk', 'eksfoliasi', 'sekarang', 'mau', 'coba', 'tonernya']","['biasanya', 'beli', 'serumnya', 'ampuh', 'eksfoliasi', 'sekarang', 'mau', 'coba', 'tonernya']","['biasa', 'beli', 'serum', 'ampuh', 'eksfoliasi', 'sekarang', 'mau', 'coba', 'tonernya']",biasa beli serum ampuh eksfoliasi sekarang mau coba tonernya,netral
"baru mau coba mudah²an cocok, packing suka ngt.",baru mau coba mudah an cocok packing suka ngt,baru mau coba mudah an cocok packing suka ngt,"['baru', 'mau', 'coba', 'mudah', 'an', 'cocok', 'packing', 'suka', 'ngt']","['baru', 'mau', 'coba', 'mudah', 'an', 'cocok', 'packing', 'suka', 'ngt']","['baru', 'mau', 'coba', 'mudah', 'an', 'cocok', 'packing', 'suka', 'ngt']",baru mau coba mudah an cocok packing suka ngt,positif
"exp tahun ini, mungkin karna itu diskon.  packingan selalu suka klu beli disini.",exp tahun ini mungkin karna itu diskon packingan selalu suka klu beli disini,exp tahun ini mungkin karena itu diskon packingan selalu suka kalau beli disini,"['exp', 'tahun', 'ini', 'mungkin', 'karena', 'itu', 'diskon', 'packingan', 'selalu', 'suka', 'kalau', 'beli', 'disini']","['exp', 'tahun', 'mungkin', 'diskon', 'packingan', 'selalu', 'suka', 'kalau', 'beli', 'disini']","['exp', 'tahun', 'mungkin', 'diskon', 'packingan', 'selalu', 'suka', 'kalau', 'beli', 'sini']",exp tahun mungkin diskon packingan selalu suka kalau beli sini,netral
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'kerut', 'masalah', 'kulit', 'pori', 'besar', 'masalah', 'kulit', 'jerawat', 'tipe', 'kulit', 'kombinasi']",tipe kulit minyak tipe kulit sensitif masalah kulit kerut masalah kulit pori besar masalah kulit jerawat tipe kulit kombinasi,negatif
