case_folding,cleaned,normalization,tokenize,remove_stopwords,text_string_lemma,sentimen
baguss bgt watery ringan buat ditimpa make up jugaa tipe kulitku berminyak,baguss bgt watery ringan buat ditimpa make up jugaa tipe kulitku berminyak,bagus banget watery ringan buat ditimpa memakai up juga tipe kulitku berminyak,"['bagus', 'banget', 'watery', 'ringan', 'buat', 'ditimpa', 'memakai', 'up', 'juga', 'tipe', 'kulitku', 'berminyak']","['bagus', 'banget', 'watery', 'ringan', 'buat', 'ditimpa', 'memakai', 'up', 'tipe', 'kulitku', 'berminyak']",bagus banget watery ringan buat ditimpa memakai up tipe kulitku berminyak,positif
"cepet bangetttt kirimnya, padahal pre order. tipe kulitku dry to oily tp sensitive awalnya, tp it getting better with this product🫶🏻",cepet bangetttt kirimnya padahal pre order tipe kulitku dry to oily tp sensitive awalnya tp it getting better with this product,cepat banget kirimnya padahal pre order tipe kulitku dry tapi oily tapi sensitive awalnya tapi itu getting better with this product,"['cepat', 'banget', 'kirimnya', 'padahal', 'pre', 'order', 'tipe', 'kulitku', 'dry', 'tapi', 'oily', 'tapi', 'sensitive', 'awalnya', 'tapi', 'itu', 'getting', 'better', 'with', 'this', 'product']","['cepat', 'banget', 'kirimnya', 'padahal', 'pre', 'order', 'tipe', 'kulitku', 'dry', 'oily', 'sensitive', 'awalnya', 'getting', 'better', 'with', 'this', 'product']",cepat banget kirimnya padahal pre order tipe kulitku dry oily sensitive awalnya getting better with this product,positif
"tipe kulitku berminyak tipe kulitku kombinasi. barang baguss, sudah pakai sabun ini sejak lamaa, seller top. semakin sukses ya seller!",tipe kulitku berminyak tipe kulitku kombinasi barang baguss sudah pakai sabun ini sejak lamaa seller top semakin sukses ya seller,tipe kulitku berminyak tipe kulitku kombinasi barang bagus sudah pakai sabun ini sejak lama seller top semakin sukses ya seller,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'barang', 'bagus', 'sudah', 'pakai', 'sabun', 'ini', 'sejak', 'lama', 'seller', 'top', 'semakin', 'sukses', 'ya', 'seller']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'barang', 'bagus', 'pakai', 'sabun', 'sejak', 'lama', 'seller', 'top', 'semakin', 'sukses', 'seller']",tipe kulitku berminyak tipe kulitku kombinasi barang bagus pakai sabun sejak lama seller top semakin sukses seller,positif
"udah botol kedua dan isinya awet puol. so far di kulit berminyak & sensitif oke bingit, lembab tapi gabikin muka berminyak. top bgt👌",udah botol kedua dan isinya awet puol so far di kulit berminyak sensitif oke bingit lembab tapi gabikin muka berminyak top bgt,sudah botol kedua dan isinya awet puol so far di kulit berminyak sensitif oke banget lembab tapi gabikin muka berminyak top banget,"['sudah', 'botol', 'kedua', 'dan', 'isinya', 'awet', 'puol', 'so', 'far', 'di', 'kulit', 'berminyak', 'sensitif', 'oke', 'banget', 'lembab', 'tapi', 'gabikin', 'muka', 'berminyak', 'top', 'banget']","['botol', 'kedua', 'isinya', 'awet', 'puol', 'so', 'far', 'kulit', 'berminyak', 'sensitif', 'oke', 'banget', 'lembab', 'gabikin', 'muka', 'berminyak', 'top', 'banget']",botol kedua isinya awet puol so far kulit berminyak sensitif oke banget lembab gabikin muka berminyak top banget,positif
"seller responsif, tp pengirimannys cukup lama.",seller responsif tp pengirimannys cukup lama,seller responsif tapi pengirimannys cukup lama,"['seller', 'responsif', 'tapi', 'pengirimannys', 'cukup', 'lama']","['seller', 'responsif', 'pengirimannys', 'cukup', 'lama']",seller responsif pengirimannys cukup lama,positif
tipe kulitku normal tipe kulitku berminyak tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak tipe kulitku kombinasi,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']",tipe kulitku normal tipe kulitku berminyak tipe kulitku kombinasi,negatif
"tipe kulitku kombinasi
udah pake yang sebelum reformulasi dan sekarang ganti formula + packaging. so far so good malah lebih suka yang baru ini, lebih watery dan cepet absorbnya

thank u for listening komsumen yang minta packagingnya diganti jadi airy pump, jadi bisa dipake sampe tetes terakhir!",tipe kulitku kombinasi udah pake yang sebelum reformulasi dan sekarang ganti formula packaging so far so good malah lebih suka yang baru ini lebih watery dan cepet absorbnya thank for listening komsumen yang minta packagingnya diganti jadi airy pump jadi bisa dipake sampe tetes terakhir,tipe kulitku kombinasi sudah pakai yang sebelum reformulasi dan sekarang ganti formula packaging so far so good malah lebih suka yang baru ini lebih watery dan cepat absorbnya thank for listening komsumen yang meminta packagingnya diganti jadi airy pump jadi bisa dipakai sampai tetes terakhir,"['tipe', 'kulitku', 'kombinasi', 'sudah', 'pakai', 'yang', 'sebelum', 'reformulasi', 'dan', 'sekarang', 'ganti', 'formula', 'packaging', 'so', 'far', 'so', 'good', 'malah', 'lebih', 'suka', 'yang', 'baru', 'ini', 'lebih', 'watery', 'dan', 'cepat', 'absorbnya', 'thank', 'for', 'listening', 'komsumen', 'yang', 'meminta', 'packagingnya', 'diganti', 'jadi', 'airy', 'pump', 'jadi', 'bisa', 'dipakai', 'sampai', 'tetes', 'terakhir']","['tipe', 'kulitku', 'kombinasi', 'pakai', 'reformulasi', 'sekarang', 'ganti', 'formula', 'packaging', 'so', 'far', 'so', 'good', 'malah', 'lebih', 'suka', 'baru', 'lebih', 'watery', 'cepat', 'absorbnya', 'thank', 'for', 'listening', 'komsumen', 'meminta', 'packagingnya', 'diganti', 'jadi', 'airy', 'pump', 'jadi', 'dipakai', 'tetes', 'terakhir']",tipe kulitku kombinasi pakai reformulasi sekarang ganti formula packaging so far so good malah lebih suka baru lebih watery cepat absorbnya thank for listening komsumen meminta packagingnya diganti jadi airy pump jadi dipakai tetes terakhir,positif
tipe kulitku kering tipe kulitku sensitif fasial washnya ga bikin ketarik dan afternya tetep lembut di kulit.,tipe kulitku kering tipe kulitku sensitif fasial washnya ga bikin ketarik dan afternya tetep lembut di kulit,tipe kulitku kering tipe kulitku sensitif fasial washnya enggak bikin tertarik dan afternya tetap lembut di kulit,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif', 'fasial', 'washnya', 'enggak', 'bikin', 'tertarik', 'dan', 'afternya', 'tetap', 'lembut', 'di', 'kulit']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif', 'fasial', 'washnya', 'enggak', 'bikin', 'tertarik', 'afternya', 'tetap', 'lembut', 'kulit']",tipe kulitku kering tipe kulitku sensitif fasial washnya enggak bikin tertarik afternya tetap lembut kulit,negatif
ternyata ga rugi jadiin ini wishlist dari lama. teksturnya ringan dan mudah menyerap. suka sekali🥺❤️ tipe kulitku kering,ternyata ga rugi jadiin ini wishlist dari lama teksturnya ringan dan mudah menyerap suka sekali tipe kulitku kering,ternyata enggak rugi jadikan ini wishlist dari lama teksturnya ringan dan mudah menyerap suka sekali tipe kulitku kering,"['ternyata', 'enggak', 'rugi', 'jadikan', 'ini', 'wishlist', 'dari', 'lama', 'teksturnya', 'ringan', 'dan', 'mudah', 'menyerap', 'suka', 'sekali', 'tipe', 'kulitku', 'kering']","['ternyata', 'enggak', 'rugi', 'jadikan', 'wishlist', 'lama', 'teksturnya', 'ringan', 'mudah', 'menyerap', 'suka', 'sekali', 'tipe', 'kulitku', 'kering']",ternyata enggak rugi jadikan wishlist lama teksturnya ringan mudah menyerap suka sekali tipe kulitku kering,positif
finally restock dan punya kemasan baru. pertama kali pakai bingung mau beli yang kecil atau besar akhirnya kuputuskan beli yang besar sekalian. dan ternyata setelah 3 minggu pemakaian suka bgt karena melembabkan dan selalu jadi favorite basic skincare akuuu. makasii skin game 🫶🏻😭,finally restock dan punya kemasan baru pertama kali pakai bingung mau beli yang kecil atau besar akhirnya kuputuskan beli yang besar sekalian dan ternyata setelah minggu pemakaian suka bgt karena melembabkan dan selalu jadi favorite basic skincare akuuu makasii skin game,finally restock dan punya kemasan baru pertama kali pakai bingung mau beli yang kecil atau besar akhirnya kuputuskan beli yang besar sekalian dan ternyata setelah minggu pemakaian suka banget karena melembabkan dan selalu jadi favorite basic skincare aku terima kasih skin game,"['finally', 'restock', 'dan', 'punya', 'kemasan', 'baru', 'pertama', 'kali', 'pakai', 'bingung', 'mau', 'beli', 'yang', 'kecil', 'atau', 'besar', 'akhirnya', 'kuputuskan', 'beli', 'yang', 'besar', 'sekalian', 'dan', 'ternyata', 'setelah', 'minggu', 'pemakaian', 'suka', 'banget', 'karena', 'melembabkan', 'dan', 'selalu', 'jadi', 'favorite', 'basic', 'skincare', 'aku', 'terima', 'kasih', 'skin', 'game']","['finally', 'restock', 'punya', 'kemasan', 'baru', 'pertama', 'kali', 'pakai', 'bingung', 'mau', 'beli', 'kecil', 'besar', 'akhirnya', 'kuputuskan', 'beli', 'besar', 'sekalian', 'ternyata', 'minggu', 'pemakaian', 'suka', 'banget', 'melembabkan', 'selalu', 'jadi', 'favorite', 'basic', 'skincare', 'aku', 'terima', 'kasih', 'skin', 'game']",finally restock punya kemasan baru pertama kali pakai bingung mau beli kecil besar akhirnya kuputuskan beli besar sekalian ternyata minggu pemakaian suka banget melembabkan selalu jadi favorite basic skincare aku terima kasih skin game,positif
kurang cocok di muka saya,kurang cocok di muka saya,kurang cocok di muka saya,"['kurang', 'cocok', 'di', 'muka', 'saya']","['kurang', 'cocok', 'muka']",kurang cocok muka,positif
lumayan cepet bikin jerawat mateng. beberapa bruntusan ada yg bisa hilang overnight,lumayan cepet bikin jerawat mateng beberapa bruntusan ada yg bisa hilang overnight,lumayan cepat bikin jerawat mateng beberapa bruntusan ada yang bisa hilang overnight,"['lumayan', 'cepat', 'bikin', 'jerawat', 'mateng', 'beberapa', 'bruntusan', 'ada', 'yang', 'bisa', 'hilang', 'overnight']","['lumayan', 'cepat', 'bikin', 'jerawat', 'mateng', 'beberapa', 'bruntusan', 'hilang', 'overnight']",lumayan cepat bikin jerawat mateng beberapa bruntusan hilang overnight,positif
"tipe kulitku kombinasi. masalah kulitku pori besar. barangnya sampai dgn aman, namun cukup lama di pengiriman yaa. sangat melembabkan kulit",tipe kulitku kombinasi masalah kulitku pori besar barangnya sampai dgn aman namun cukup lama di pengiriman yaa sangat melembabkan kulit,tipe kulitku kombinasi masalah kulitku pori besar barangnya sampai dengan aman namun cukup lama di pengiriman ya sangat melembabkan kulit,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'barangnya', 'sampai', 'dengan', 'aman', 'namun', 'cukup', 'lama', 'di', 'pengiriman', 'ya', 'sangat', 'melembabkan', 'kulit']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'barangnya', 'aman', 'cukup', 'lama', 'pengiriman', 'sangat', 'melembabkan', 'kulit']",tipe kulitku kombinasi masalah kulitku pori besar barangnya aman cukup lama pengiriman sangat melembabkan kulit,negatif
ini cepet banget sampe nya??? padahal baru payment sabtu malam tapi hari minggu nya tetep di proses 😫🫰🏻 makasii mingem semoga produk nya cocok di aku yaa biar repurchase terus 💗,ini cepet banget sampe nya padahal baru payment sabtu malam tapi hari minggu nya tetep di proses makasii mingem semoga produk nya cocok di aku yaa biar repurchase terus,ini cepat banget sampai nya padahal baru payment sabtu malam tapi hari minggu nya tetap di proses terima kasih mingem semoga produk nya cocok di aku ya biar repurchase terus,"['ini', 'cepat', 'banget', 'sampai', 'nya', 'padahal', 'baru', 'payment', 'sabtu', 'malam', 'tapi', 'hari', 'minggu', 'nya', 'tetap', 'di', 'proses', 'terima', 'kasih', 'mingem', 'semoga', 'produk', 'nya', 'cocok', 'di', 'aku', 'ya', 'biar', 'repurchase', 'terus']","['cepat', 'banget', 'nya', 'padahal', 'baru', 'payment', 'sabtu', 'malam', 'hari', 'minggu', 'nya', 'tetap', 'proses', 'terima', 'kasih', 'mingem', 'semoga', 'produk', 'nya', 'cocok', 'aku', 'biar', 'repurchase', 'terus']",cepat banget nya padahal baru payment sabtu malam hari minggu nya tetap proses terima kasih mingem semoga produk nya cocok aku biar repurchase terus,positif
niceee,niceee,nice,['nice'],['nice'],nice,negatif
"cocok banget buat aku, pakai 3 hari berturut turut langsung kerasa hasilnya",cocok banget buat aku pakai hari berturut turut langsung kerasa hasilnya,cocok banget buat aku pakai hari berturut turut langsung kerasa hasilnya,"['cocok', 'banget', 'buat', 'aku', 'pakai', 'hari', 'berturut', 'turut', 'langsung', 'kerasa', 'hasilnya']","['cocok', 'banget', 'buat', 'aku', 'pakai', 'hari', 'berturut', 'turut', 'langsung', 'kerasa', 'hasilnya']",cocok banget buat aku pakai hari berturut turut langsung kerasa hasilnya,positif
"baguss tp ternyata ukurannya jd kecil bgtt. kurang buat aku yg lg breakout 1 muka :(((( beli januari awal, feb pertengahan dah abis",baguss tp ternyata ukurannya jd kecil bgtt kurang buat aku yg lg breakout muka beli januari awal feb pertengahan dah abis,bagus tapi ternyata ukurannya jadi kecil banget kurang buat aku yang lagi breakout muka beli januari awal feb pertengahan deh habis,"['bagus', 'tapi', 'ternyata', 'ukurannya', 'jadi', 'kecil', 'banget', 'kurang', 'buat', 'aku', 'yang', 'lagi', 'breakout', 'muka', 'beli', 'januari', 'awal', 'feb', 'pertengahan', 'deh', 'habis']","['bagus', 'ternyata', 'ukurannya', 'jadi', 'kecil', 'banget', 'kurang', 'buat', 'aku', 'breakout', 'muka', 'beli', 'januari', 'awal', 'feb', 'pertengahan', 'deh', 'habis']",bagus ternyata ukurannya jadi kecil banget kurang buat aku breakout muka beli januari awal feb pertengahan deh habis,positif
"moisturizer yang ingredients-nya on point! buat yg skin barrier nya lagi berantakan, boleh dicoba. semoga cocok",moisturizer yang ingredients nya on point buat yg skin barrier nya lagi berantakan boleh dicoba semoga cocok,moisturizer yang ingredients nya on point buat yang skin barrier nya lagi berantakan boleh dicoba semoga cocok,"['moisturizer', 'yang', 'ingredients', 'nya', 'on', 'point', 'buat', 'yang', 'skin', 'barrier', 'nya', 'lagi', 'berantakan', 'boleh', 'dicoba', 'semoga', 'cocok']","['moisturizer', 'ingredients', 'nya', 'on', 'point', 'buat', 'skin', 'barrier', 'nya', 'berantakan', 'dicoba', 'semoga', 'cocok']",moisturizer ingredients nya on point buat skin barrier nya berantakan dicoba semoga cocok,positif
pake ini jerawat minggir coi paginya.. cocok bgt,pake ini jerawat minggir coi paginya cocok bgt,pakai ini jerawat minggir coi paginya cocok banget,"['pakai', 'ini', 'jerawat', 'minggir', 'coi', 'paginya', 'cocok', 'banget']","['pakai', 'jerawat', 'minggir', 'coi', 'paginya', 'cocok', 'banget']",pakai jerawat minggir coi paginya cocok banget,positif
"order dari tgl 6 sampenya tgl 20 wkwk penuh drama bgt sampe kardusnya gada bentuk, tp barang aman.",order dari tgl sampenya tgl penuh drama bgt sampe kardusnya gada bentuk tp barang aman,order dari tanggal sampai tanggal penuh drama banget sampai kardusnya enggak ada bentuk tapi barang aman,"['order', 'dari', 'tanggal', 'sampai', 'tanggal', 'penuh', 'drama', 'banget', 'sampai', 'kardusnya', 'enggak', 'ada', 'bentuk', 'tapi', 'barang', 'aman']","['order', 'tanggal', 'tanggal', 'penuh', 'drama', 'banget', 'kardusnya', 'enggak', 'bentuk', 'barang', 'aman']",order tanggal tanggal penuh drama banget kardusnya enggak bentuk barang aman,positif
makasih sampai cepat.produk bagus tipe kulitku normal,makasih sampai cepat produk bagus tipe kulitku normal,terima kasih sampai cepat produk bagus tipe kulitku normal,"['terima', 'kasih', 'sampai', 'cepat', 'produk', 'bagus', 'tipe', 'kulitku', 'normal']","['terima', 'kasih', 'cepat', 'produk', 'bagus', 'tipe', 'kulitku', 'normal']",terima kasih cepat produk bagus tipe kulitku normal,positif
"top, menyerap dengan cepat ke kulit",top menyerap dengan cepat ke kulit,top menyerap dengan cepat ke kulit,"['top', 'menyerap', 'dengan', 'cepat', 'ke', 'kulit']","['top', 'menyerap', 'cepat', 'kulit']",top menyerap cepat kulit,positif
"eviewnya bagus, semoga cocok di kulit sesuai claimnya. pengiriman cepat.tipe kulitku berminyak",eviewnya bagus semoga cocok di kulit sesuai claimnya pengiriman cepat tipe kulitku berminyak,eviewnya bagus semoga cocok di kulit sesuai claimnya pengiriman cepat tipe kulitku berminyak,"['eviewnya', 'bagus', 'semoga', 'cocok', 'di', 'kulit', 'sesuai', 'claimnya', 'pengiriman', 'cepat', 'tipe', 'kulitku', 'berminyak']","['eviewnya', 'bagus', 'semoga', 'cocok', 'kulit', 'sesuai', 'claimnya', 'pengiriman', 'cepat', 'tipe', 'kulitku', 'berminyak']",eviewnya bagus semoga cocok kulit sesuai claimnya pengiriman cepat tipe kulitku berminyak,positif
tipe kulitku kering,tipe kulitku kering,tipe kulitku kering,"['tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'kering']",tipe kulitku kering,negatif
"moisturizer kesukaan akuuu finally restock dan punta kemasan baru, suka bgt karena melembabkan dan selalu jadi favorite basic skincare akuuu",moisturizer kesukaan akuuu finally restock dan punta kemasan baru suka bgt karena melembabkan dan selalu jadi favorite basic skincare akuuu,moisturizer kesukaan aku finally restock dan punta kemasan baru suka banget karena melembabkan dan selalu jadi favorite basic skincare aku,"['moisturizer', 'kesukaan', 'aku', 'finally', 'restock', 'dan', 'punta', 'kemasan', 'baru', 'suka', 'banget', 'karena', 'melembabkan', 'dan', 'selalu', 'jadi', 'favorite', 'basic', 'skincare', 'aku']","['moisturizer', 'kesukaan', 'aku', 'finally', 'restock', 'punta', 'kemasan', 'baru', 'suka', 'banget', 'melembabkan', 'selalu', 'jadi', 'favorite', 'basic', 'skincare', 'aku']",moisturizer kesukaan aku finally restock punta kemasan baru suka banget melembabkan selalu jadi favorite basic skincare aku,positif
"tipe kulitku kering. udah repurchase berkali kali karena cocok utk kulitku yang kering, sensitif & ada riiwayat dermatitis atopik",tipe kulitku kering udah repurchase berkali kali karena cocok utk kulitku yang kering sensitif ada riiwayat dermatitis atopik,tipe kulitku kering sudah repurchase berkali kali karena cocok untuk kulitku yang kering sensitif ada riiwayat dermatitis atopik,"['tipe', 'kulitku', 'kering', 'sudah', 'repurchase', 'berkali', 'kali', 'karena', 'cocok', 'untuk', 'kulitku', 'yang', 'kering', 'sensitif', 'ada', 'riiwayat', 'dermatitis', 'atopik']","['tipe', 'kulitku', 'kering', 'repurchase', 'berkali', 'kali', 'cocok', 'kulitku', 'kering', 'sensitif', 'riiwayat', 'dermatitis', 'atopik']",tipe kulitku kering repurchase berkali kali cocok kulitku kering sensitif riiwayat dermatitis atopik,positif
"lumayan meredakan sakit dan bengkaknya cystic acne gue, walaupun ga seampuh lrp's effaclar duo+... still an ok alternative!

*kulit kombinasi, cystic acne karena begadang/terlalu banyak konsumsi gula.",lumayan meredakan sakit dan bengkaknya cystic acne gue walaupun ga seampuh lrp effaclar duo still an ok alternative kulit kombinasi cystic acne karena begadang terlalu banyak konsumsi gula,lumayan meredakan sakit dan bengkaknya cystic acne gue walaupun enggak seampuh lrp effaclar duo still an ok alternative kulit kombinasi cystic acne karena begadang terlalu banyak konsumsi gula,"['lumayan', 'meredakan', 'sakit', 'dan', 'bengkaknya', 'cystic', 'acne', 'gue', 'walaupun', 'enggak', 'seampuh', 'lrp', 'effaclar', 'duo', 'still', 'an', 'ok', 'alternative', 'kulit', 'kombinasi', 'cystic', 'acne', 'karena', 'begadang', 'terlalu', 'banyak', 'konsumsi', 'gula']","['lumayan', 'meredakan', 'sakit', 'bengkaknya', 'cystic', 'acne', 'gue', 'walaupun', 'enggak', 'seampuh', 'lrp', 'effaclar', 'duo', 'still', 'an', 'alternative', 'kulit', 'kombinasi', 'cystic', 'acne', 'begadang', 'terlalu', 'banyak', 'konsumsi', 'gula']",lumayan meredakan sakit bengkaknya cystic acne gue walaupun enggak seampuh lrp effaclar duo still an alternative kulit kombinasi cystic acne begadang terlalu banyak konsumsi gula,positif
tekstur nya ringan cepet meresap ke kulit,tekstur nya ringan cepet meresap ke kulit,tekstur nya ringan cepat meresap ke kulit,"['tekstur', 'nya', 'ringan', 'cepat', 'meresap', 'ke', 'kulit']","['tekstur', 'nya', 'ringan', 'cepat', 'meresap', 'kulit']",tekstur nya ringan cepat meresap kulit,positif
tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']",tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,negatif
"tipe kulitku normal, pertama kali buat coba semoga cocok",tipe kulitku normal pertama kali buat coba semoga cocok,tipe kulitku normal pertama kali buat coba semoga cocok,"['tipe', 'kulitku', 'normal', 'pertama', 'kali', 'buat', 'coba', 'semoga', 'cocok']","['tipe', 'kulitku', 'normal', 'pertama', 'kali', 'buat', 'coba', 'semoga', 'cocok']",tipe kulitku normal pertama kali buat coba semoga cocok,positif
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi']",tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,negatif
trimaksi paketnya aman semoga cocok dan bisa repurchase lg 🫶🏻🫶🏻🫶🏻,trimaksi paketnya aman semoga cocok dan bisa repurchase lg,trimaksi paketnya aman semoga cocok dan bisa repurchase lagi,"['trimaksi', 'paketnya', 'aman', 'semoga', 'cocok', 'dan', 'bisa', 'repurchase', 'lagi']","['trimaksi', 'paketnya', 'aman', 'semoga', 'cocok', 'repurchase']",trimaksi paketnya aman semoga cocok repurchase,positif
"tipe kulitku berminyak, dan oke punya",tipe kulitku berminyak dan oke punya,tipe kulitku berminyak dan oke punya,"['tipe', 'kulitku', 'berminyak', 'dan', 'oke', 'punya']","['tipe', 'kulitku', 'berminyak', 'oke', 'punya']",tipe kulitku berminyak oke punya,positif
lembut dikulit ketika dipakai untuk sehari hari,lembut dikulit ketika dipakai untuk sehari hari,lembut dikulit ketika dipakai untuk sehari hari,"['lembut', 'dikulit', 'ketika', 'dipakai', 'untuk', 'sehari', 'hari']","['lembut', 'dikulit', 'dipakai', 'sehari', 'hari']",lembut dikulit dipakai sehari hari,positif
cocok untuk kulit acne oily skin🫶🏻🫶🏻,cocok untuk kulit acne oily skin,cocok untuk kulit acne oily skin,"['cocok', 'untuk', 'kulit', 'acne', 'oily', 'skin']","['cocok', 'kulit', 'acne', 'oily', 'skin']",cocok kulit acne oily skin,positif
barang oke mengatur kelembapan yang konsisten dan tidak crack,barang oke mengatur kelembapan yang konsisten dan tidak crack,barang oke mengatur kelembapan yang konsisten dan tidak crack,"['barang', 'oke', 'mengatur', 'kelembapan', 'yang', 'konsisten', 'dan', 'tidak', 'crack']","['barang', 'oke', 'mengatur', 'kelembapan', 'konsisten', 'crack']",barang oke mengatur kelembapan konsisten crack,positif
"doainnn semoga cocok yaaaaa baru nyobaaa heheeww dpt harga promooo mau ½harga sendiri, txs seller tipe kulitku berminyak",doainnn semoga cocok yaaaaa baru nyobaaa heheeww dpt harga promooo mau harga sendiri txs seller tipe kulitku berminyak,doainnn semoga cocok yaaaaa baru nyobaaa heheeww dapat harga promooo mau harga sendiri txs seller tipe kulitku berminyak,"['doainnn', 'semoga', 'cocok', 'yaaaaa', 'baru', 'nyobaaa', 'heheeww', 'dapat', 'harga', 'promooo', 'mau', 'harga', 'sendiri', 'txs', 'seller', 'tipe', 'kulitku', 'berminyak']","['doainnn', 'semoga', 'cocok', 'yaaaaa', 'baru', 'nyobaaa', 'heheeww', 'harga', 'promooo', 'mau', 'harga', 'sendiri', 'txs', 'seller', 'tipe', 'kulitku', 'berminyak']",doainnn semoga cocok yaaaaa baru nyobaaa heheeww harga promooo mau harga sendiri txs seller tipe kulitku berminyak,positif
"penjual sangat responsif dan ramah dalam menjawab pertanyaan customer, barang yang datang juga sesuai. baru mau mencoba skin game karena banyak yang review bagus. kecepatan kirim baik. terima kasih.",penjual sangat responsif dan ramah dalam menjawab pertanyaan customer barang yang datang juga sesuai baru mau mencoba skin game karena banyak yang review bagus kecepatan kirim baik terima kasih,penjual sangat responsif dan ramah dalam menjawab pertanyaan customer barang yang datang juga sesuai baru mau mencoba skin game karena banyak yang review bagus kecepatan kirim baik terima kasih,"['penjual', 'sangat', 'responsif', 'dan', 'ramah', 'dalam', 'menjawab', 'pertanyaan', 'customer', 'barang', 'yang', 'datang', 'juga', 'sesuai', 'baru', 'mau', 'mencoba', 'skin', 'game', 'karena', 'banyak', 'yang', 'review', 'bagus', 'kecepatan', 'kirim', 'baik', 'terima', 'kasih']","['penjual', 'sangat', 'responsif', 'ramah', 'menjawab', 'pertanyaan', 'customer', 'barang', 'datang', 'sesuai', 'baru', 'mau', 'mencoba', 'skin', 'game', 'banyak', 'review', 'bagus', 'kecepatan', 'kirim', 'baik', 'terima', 'kasih']",penjual sangat responsif ramah menjawab pertanyaan customer barang datang sesuai baru mau mencoba skin game banyak review bagus kecepatan kirim baik terima kasih,positif
bessst obat totol jerawat so far,bessst obat totol jerawat so far,bessst obat totol jerawat so far,"['bessst', 'obat', 'totol', 'jerawat', 'so', 'far']","['bessst', 'obat', 'totol', 'jerawat', 'so', 'far']",bessst obat totol jerawat so far,negatif
"pengirimannya cepat & aman, tinggal d coba deh",pengirimannya cepat aman tinggal coba deh,pengirimannya cepat aman tinggal coba deh,"['pengirimannya', 'cepat', 'aman', 'tinggal', 'coba', 'deh']","['pengirimannya', 'cepat', 'aman', 'tinggal', 'coba', 'deh']",pengirimannya cepat aman tinggal coba deh,positif
"udah botol ketiga,mantap deh tipe kulitku kombinasi",udah botol ketiga mantap deh tipe kulitku kombinasi,sudah botol ketiga mantap deh tipe kulitku kombinasi,"['sudah', 'botol', 'ketiga', 'mantap', 'deh', 'tipe', 'kulitku', 'kombinasi']","['botol', 'ketiga', 'mantap', 'deh', 'tipe', 'kulitku', 'kombinasi']",botol ketiga mantap deh tipe kulitku kombinasi,positif
